ROI,n_spikes,spike_times_s
ROI.21 [],3,38.787;81.777;100.277
ROI.E [],2,76.778;100.277
ROI.18 [],2,81.777;98.278
ROI.D [],1,62.277
ROI.13 [],1,75.777
ROI.10 [],1,79.778
