Time (s),ROI.E [],ROI.C [],ROI.A [],ROI.F [],ROI.B [],ROI.D [],ROI.000 [],ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.24 [],ROI.26 [],ROI.27 [],ROI.29 [],ROI.30 [],ROI.31 []
0.258,0.3982732316390303,0.05585988358683587,0.030435849456134687,0.09988349188644761,0.010193350334246428,0.07304936390542338,0.0,0.04284137720955833,0.04051814133221405,0.03982417818722009,0.05791142997236081,0.019482806226825952,0.028601184055800977,0.40719726534651235,0.408795825428014,0.4157718711649039,0.40330827917316286,0.4184774933176291,0.3963768521631271,0.3828957512229345,0.3982122287005185,0.4021473571327063,0.4171881337919681,0.3704609419066105,0.3981385274693345,0.06388398932907578,0.10704245602125843,0.04440865754323033,0.009805467889957785,0.00797645063349637,0.013246059512618173,0.01579536386729799,0.10477537147902813
0.779,0.35218347353040136,0.03704993980022769,0.022825258428784537,0.09432879433197355,0.007968643196958738,-0.01897289875037118,0.0,0.0325752107380128,0.03621758438870998,0.039499788632365036,0.04420266535618943,0.011378783541044345,0.019859733135813695,0.37354706495533746,0.3586914443524056,0.36120110368305036,0.3607474632397405,0.37417952611149147,0.3610794768350279,0.3390315596205284,0.35745389604089656,0.35956660519309586,0.3700212121412408,0.32606444478515445,0.3462810461540355,-0.01473309377133106,0.052317732922517776,0.03604485366040411,0.011096337084491608,0.01047403024722254,0.007693355045264591,0.011228976552804172,0.10085629874874204
1.277,0.3147845998230838,0.03630676351621443,0.01898039236838467,0.08316887407519973,0.007844219990928129,0.07765569206944636,0.0,0.03469754162621109,0.030160596723408074,0.0396524280651403,0.032609775217889825,0.012119196509548158,0.024222689437875953,0.33348281088548887,0.33024629699128183,0.31650723694272587,0.3214514291417544,0.3387603578844974,0.31638169596959664,0.3059238665418738,0.31810562279292104,0.31771427295731813,0.32433078263603876,0.2970739415003107,0.30681866096051896,0.05463879219925715,0.046086330266553566,0.036980636865464205,0.007413880643861532,0.010503173514413489,0.008019161777195466,0.013244460416181346,0.0872908772188649
1.786,0.27797683541983437,0.029211472978078173,0.018937357532877033,0.05181149563474797,0.0063874787913135705,0.023949309814544406,0.0,0.012077100840468043,0.028169642319623666,0.038435356067657925,0.03600038582377346,0.01325096293239728,0.019153182202086987,0.29349190498812927,0.29330834816334705,0.2797885551452372,0.27639996232820546,0.307336859003155,0.2802574302799372,0.2605417383555918,0.27240500098248915,0.2781973440905003,0.2932181170467378,0.26260286792843435,0.2806558164372829,0.018290680304784774,0.055087079140932575,0.02390483888786318,0.006718902099959041,0.011663110700516855,0.005267568497939684,0.01180688590713697,0.054515875711805856
2.278,0.24213771318329916,0.03327802449528704,0.012692117019404123,0.03881911045890657,0.004121867168321093,-0.05316773207668316,0.0,0.01432631012914516,0.011591380445353116,0.016338393468726203,0.017567135453406532,0.009069392090825922,0.021736743704904846,0.2548594587033053,0.25755795194059145,0.24524631057546556,0.24405399113118628,0.25458696259341096,0.24473032291576374,0.2313497722112648,0.24187413983066255,0.25156288587299497,0.24184010251860646,0.23060596773439698,0.24202234845936582,-0.05101939762250439,0.06523388911958834,0.012508746490362998,0.007649061213744646,0.0049735987716228855,0.008243929294994198,0.0038945425709205265,0.032606343914821034
2.778,0.2305114991419572,0.017988107192567913,0.012197460255544447,0.03919119388677456,0.004305374039419292,-0.021333240070675646,0.0,0.01471319160644266,0.02578889871700621,0.02376310698771937,0.009819042018851488,0.004165108828302681,0.018967907266215122,0.23768380708652198,0.23967202616754427,0.2397200831486455,0.2419638310921412,0.25487530283567567,0.226970288237723,0.21755894888190913,0.2313288921807786,0.23775738517836845,0.22836169377968893,0.2135249331361685,0.2298917017564165,-0.03258995116668833,0.02815050260641913,0.04055763691050721,0.007030611848208197,0.004679556931798729,0.003158000473483263,0.0038920644025417584,0.021746498860705947
3.278,0.21859574662404987,0.022627397245528053,0.01587020364413325,0.02534660596749733,0.006496521797492467,0.04094280172248763,0.0,0.022384919964766672,0.026822908014570043,0.03419142439046012,0.024776137510795864,0.0031423424700312537,0.028132877344090746,0.2402996671740081,0.24593122474886944,0.23047177384942338,0.223116234351707,0.24013545035784614,0.22317071990890283,0.21090823829709854,0.22184917963901069,0.2450280051108754,0.21716361719261756,0.18251946054843204,0.19738536836543696,0.03557873823784421,0.04235701372237195,0.038260933666322786,0.005058613630778024,0.007885668783860959,0.007738590753814107,0.008080735979294356,0.01919491884396432
3.779,0.20183423859937405,0.02533445693534101,0.012583846974765918,0.010681993722994661,0.0054327736911011105,0.15475813430100757,0.0,0.027342229480293287,0.02634780936997152,0.028129529482007667,0.00994497266085942,0.006399196942807193,0.015414027140566791,0.2170705101647443,0.22645298589017132,0.20809854199823327,0.20822256761848754,0.23747509477618708,0.19897187469913194,0.20004794979566845,0.19672136382000044,0.21827926818101007,0.1993246363870921,0.1703053704308848,0.18656017678253886,0.11780361725369141,0.053972360785661894,0.03131277956227662,0.005819847538614897,0.007221916892825133,0.008973564977238979,0.010448501352093345,0.016210685858349373
4.278,0.1828856583411358,0.012927381458304825,0.01094801082528494,0.012229407723773095,0.004147226934322525,0.1139619748944281,0.0,0.004133649145914217,0.011601620042170342,0.017515444012187936,0.013371209226781816,0.006149259906281818,0.02223920194606807,0.1974827686697197,0.21815518286357743,0.18634587227186764,0.17395584641170114,0.2118304093400518,0.18768281407171591,0.1887313033812748,0.18533929014801642,0.2067546410513233,0.19448922808263397,0.14623790616711088,0.16775754192881523,0.09519948665904007,0.029075370094147502,0.020612885200000014,0.004565958506791915,0.006100365536883188,0.006728916985303027,0.0039479333777004515,0.015603958297602772
4.787,0.17015537587015225,-0.0002869936397341308,0.01157939556880517,-0.00020273277659370474,0.0033722105662630122,0.16509913749810465,0.0,0.02764655246750688,0.008084135154029323,0.021148404234202296,0.009113230305518803,0.010876792651024477,0.02249552685940995,0.18601003946859074,0.20187801368015837,0.1674697788293841,0.16904357743637805,0.1818229225463954,0.1618231904632881,0.17096007160117893,0.17064147162831236,0.19808815762002943,0.17053076113912458,0.14908227928713902,0.16684984785799992,0.15134695035292628,0.01960195411004974,0.010931395071637495,0.005226748610656597,0.00423343982310001,0.0014782637380204135,-4.0696733033274696e-05,-0.011969634163890401
