ROI,n_spikes,spike_times_s
ROI.D [],3,41.278;149.280;176.296
ROI.22 [],3,41.278;149.280;176.296
ROI.A [],1,29.278
ROI.C [],1,26.789
ROI.02 [],1,37.288
ROI.05 [],1,29.278
ROI.06 [],1,31.776
ROI.23 [],1,21.277
