ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.D [],41.278,0.0,30,50
ROI.D [],149.28,0.0,130,150
ROI.D [],176.296,26.295999999999992,130,150
ROI.02 [],37.288,0.0,30,50
ROI.06 [],31.776,0.0,30,50
ROI.22 [],41.278,0.0,30,50
ROI.22 [],149.28,0.0,130,150
ROI.22 [],176.296,26.295999999999992,130,150
