ROI,n_spikes,spike_times_s
ROI.21 [],7,27.785;38.787;46.284;69.778;81.777;100.277;127.784
ROI.18 [],4,31.776;40.778;81.777;98.278
ROI.11 [],3,78.278;82.778;102.278
ROI.E [],2,76.778;100.277
ROI.13 [],2,75.777;96.279
ROI.D [],1,62.277
ROI.10 [],1,79.778
ROI.22 [],1,62.277
