ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.06 [],56.282,6.2819999999999965,30,50
ROI.06 [],73.278,23.278000000000006,30,50
ROI.06 [],76.279,26.278999999999996,30,50
ROI.06 [],79.777,29.777,30,50
ROI.06 [],84.779,34.778999999999996,30,50
ROI.06 [],101.277,1.277000000000001,80,100
ROI.06 [],110.777,10.777000000000001,80,100
ROI.06 [],130.276,30.27600000000001,80,100
ROI.06 [],132.783,32.78299999999999,80,100
ROI.06 [],143.278,43.27799999999999,80,100
ROI.06 [],149.776,49.77600000000001,80,100
ROI.06 [],156.785,6.784999999999997,130,150
ROI.06 [],170.776,20.77600000000001,130,150
ROI.06 [],193.778,43.77799999999999,130,150
ROI.11 [],50.287,0.28699999999999903,30,50
ROI.11 [],56.787,6.786999999999999,30,50
ROI.11 [],60.777,10.777000000000001,30,50
ROI.11 [],66.277,16.277,30,50
ROI.11 [],69.277,19.277,30,50
ROI.11 [],74.778,24.778000000000006,30,50
ROI.11 [],76.781,26.781000000000006,30,50
ROI.11 [],90.778,40.778000000000006,30,50
ROI.11 [],98.787,48.787000000000006,30,50
ROI.11 [],128.277,28.276999999999987,80,100
ROI.11 [],136.778,36.77799999999999,80,100
ROI.11 [],157.777,7.776999999999987,130,150
ROI.11 [],166.777,16.776999999999987,130,150
ROI.11 [],167.786,17.786,130,150
ROI.11 [],173.778,23.77799999999999,130,150
ROI.11 [],183.776,33.77600000000001,130,150
ROI.11 [],187.777,37.77699999999999,130,150
ROI.11 [],189.277,39.27699999999999,130,150
ROI.11 [],192.277,42.27699999999999,130,150
ROI.11 [],199.283,49.28299999999999,130,150
ROI.000 [],90.276,40.275999999999996,30,50
