ROI,n_spikes,spike_times_s
ROI.000 [],21,28.277;39.284;46.778;51.288;54.787;57.777;59.788;65.279;78.277;86.778;111.784;121.279;126.278;135.288;140.278;144.785;151.778;158.778;182.279;192.787;199.287
