Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 []
0.258,0.0,0.33777918196944573,0.46784507796205177,0.04438283642938867,0.015520419147985524,0.005673313695671904,0.06496764550224533,0.002696845140003987,0.024359710320957524,0.008432412497569429,0.008839748537453321,0.002969754296502483,0.014279875556075267,0.02551742770012726,0.002323132284945125,0.0034400068439304427,0.0026636604497475053,0.0038781160732582116,2.719709946297274e-06
0.779,0.0,0.3855360700690738,0.5408542966191202,0.07107241961703291,0.02662274182622945,0.017417895438315845,0.07721309971210362,0.011954249104274261,0.03408574123194805,0.029906645353881038,0.006224715563686214,0.01906566613999254,0.00579191782510567,0.022995737443832088,0.010677147998412097,0.008381773153597852,0.009686913750959678,0.009973633068981332,0.023259394303461932
1.277,0.0,0.3683327802799287,0.387314757346996,0.052108850524929445,0.01436328399007653,0.014320080807959752,0.07044925360444847,0.015497187355014349,0.021172460996385447,0.01074312386695782,0.0021932277545036885,0.009334148695021388,0.009457639469026608,0.012759026215088473,0.006515221339093928,0.015831638885294576,0.010217377117819426,0.007028846002672165,0.022289427557198364
1.778,0.0,0.29449524296453555,0.46260903182574686,0.07865609273947335,0.04516337698027462,0.040285923460449284,0.09786647011460868,0.007836780502281065,0.052311649056859755,0.01623173329590058,0.005461379451385233,0.018195126952370723,0.009376781369835243,0.030995243643642423,0.007347389313158386,0.01026500949309148,0.01618174094711827,0.015622745618239493,0.048128142083157605
2.276,0.0,0.3976791864670773,0.4661918855350347,0.03961875599179504,0.013458256447965016,0.018945865006705854,0.11095781788512328,0.010632584070978432,0.022758625724620233,0.02287111609018806,-6.924039214398949e-05,0.0076199187498317625,0.018689470457945372,0.013726688442081325,0.005673587549711495,0.01675652054378827,0.002259895913359709,0.007022694236249683,0.030048885052826664
2.778,0.0,0.35243484385078705,0.3285480124377294,0.04360169646529803,0.024071140612396954,0.009974802378029342,0.05956795230350879,0.012163281208737938,0.028707572504531077,0.0062245642929487505,3.0292409380762536e-05,0.018455238068692162,0.0009312734500837468,0.021817907256806983,0.008215539588393559,0.02291552272209706,0.0058199918089463475,0.011086866739986751,0.02151086640151547
3.288,0.0,0.3003928049363586,0.6036773469174517,0.04932369083145984,0.007780066628173991,0.026481314315305746,0.041986818088442096,0.01682050261062895,0.039000935165341845,0.01948768581191526,0.002297360319656547,0.008816877297659774,0.003262207500834884,0.020700560519991185,0.0050103012490092,0.013750348972033404,0.0013589324020934965,0.0013483403421830006,0.01970117963227007
3.775,0.0,0.2819392519822107,0.2514895163074738,0.019234503201067725,0.013253443505284086,0.0040990980981001355,0.01737003841526022,-0.0006827602632440919,0.03645913968876841,0.011692340447416991,-0.0059545565236239755,0.008199221258142247,-0.0003023899974578282,0.0073921840167692375,0.007673190329175434,0.008449009242550013,0.0041036174370155795,-0.0012188820754051798,2.3880491602508635e-05
4.288,0.0,0.17295290709920152,0.15905623627867813,0.05368269329879363,0.027984759887053443,0.036939447892908296,0.07021052060397806,0.015314201502360793,0.028814484570368077,0.03111317334972327,0.003983061773323042,0.009043499704707825,0.02289771081564955,0.01642138949617749,0.012802887202262062,0.016878246120255378,0.004912783751785605,-0.00034602507684071025,0.00670407078606498
4.777,0.0,0.3062671448371785,0.12207485427729112,0.04483605209546272,0.028514874173817446,0.02612717476829752,0.05943119356232565,0.018112289722173828,0.0276992279790797,0.02349743586626873,-0.0012890678543926513,0.01622649006541185,0.030198628544629593,0.00794974831927215,0.008377918319915236,0.013663022538852295,0.0035896507262897105,0.00602787246608932,0.015330836066365735
