ROI,n_spikes,spike_times_s
ROI.16 [],14,13.778;21.285;25.292;51.776;59.286;66.778;75.278;104.777;119.282;124.778;157.278;174.286;185.282;192.281
ROI.02 [],8,108.777;120.778;127.278;167.787;174.286;186.775;191.289;196.278
ROI.12 [],5,19.278;68.281;112.778;158.284;170.785
ROI.08 [],3,67.276;78.284;175.277
ROI.19 [],3,59.286;75.776;122.284
ROI.06 [],2,114.278;189.282
