ROI,n_spikes,spike_times_s
ROI.04 [],28,31.777;33.278;39.278;52.279;56.278;59.287;75.288;80.787;89.787;93.279;97.287;99.280;101.778;103.777;106.279;118.786;125.777;140.778;149.789;158.777;165.278;171.278;177.278;180.288;183.278;190.778;193.286;196.788
ROI.11 [],6,53.277;94.778;103.279;106.279;121.277;193.286
ROI.06 [],3,126.288;161.277;178.288
ROI.000 [],1,183.278
