ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.04 [],52.279,2.2790000000000035,30,50
ROI.04 [],56.278,6.277999999999999,30,50
ROI.04 [],59.287,9.286999999999999,30,50
ROI.04 [],75.288,25.287999999999997,30,50
ROI.04 [],80.787,30.787000000000006,30,50
ROI.04 [],89.787,39.787000000000006,30,50
ROI.04 [],93.279,43.278999999999996,30,50
ROI.04 [],97.287,47.287000000000006,30,50
ROI.04 [],99.28,49.28,30,50
ROI.04 [],101.778,1.7780000000000058,80,100
ROI.04 [],103.777,3.777000000000001,80,100
ROI.04 [],106.279,6.278999999999996,80,100
ROI.04 [],118.786,18.786,80,100
ROI.04 [],125.777,25.777,80,100
ROI.04 [],140.778,40.77799999999999,80,100
ROI.04 [],149.789,49.78899999999999,80,100
ROI.04 [],158.777,8.776999999999987,130,150
ROI.04 [],165.278,15.277999999999992,130,150
ROI.04 [],171.278,21.27799999999999,130,150
ROI.04 [],177.278,27.27799999999999,130,150
ROI.04 [],180.288,30.28800000000001,130,150
ROI.04 [],183.278,33.27799999999999,130,150
ROI.04 [],190.778,40.77799999999999,130,150
ROI.04 [],193.286,43.286,130,150
ROI.04 [],196.788,46.78800000000001,130,150
ROI.06 [],126.288,26.287999999999997,80,100
ROI.06 [],161.277,11.276999999999987,130,150
ROI.06 [],178.288,28.28800000000001,130,150
ROI.11 [],53.277,3.277000000000001,30,50
ROI.11 [],94.778,44.778000000000006,30,50
ROI.11 [],103.279,3.2789999999999964,80,100
ROI.11 [],106.279,6.278999999999996,80,100
ROI.11 [],121.277,21.277,80,100
ROI.11 [],193.286,43.286,130,150
ROI.000 [],183.278,33.27799999999999,130,150
