Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
blue,7,43.49371428571428,53.77799999999999,14.688274095507676,5.5516457779236426
red,20,29.65410000000001,29.276500000000002,7.243016294480168,1.619587679659629
