Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
Ctrl,2,34.52749999999999,34.52749999999999,9.54664865279958,6.7505000000000015
blue,25,5.737279999999998,0.777000000000001,12.401731829735175,2.480346365947035
red,28,6.602321428571429,0.0,13.444308717552458,2.540735529701537
