ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.01 [],4,9.776750000000002,5.7775,8.616278296776395,3.2760000000000105,24.275999999999996
ROI.02 [],4,11.151249999999992,7.275499999999997,10.163817599086476,1.7769999999999868,28.276999999999987
ROI.03 [],5,12.977200000000005,4.777000000000001,11.391142232454126,3.2760000000000105,29.278000000000006
ROI.04 [],4,13.530999999999995,16.2855,7.251294401691332,1.7769999999999868,19.775999999999996
ROI.05 [],5,13.779399999999999,7.277000000000001,10.98676532196807,3.776999999999987,29.27600000000001
ROI.06 [],5,15.8798,13.777000000000001,2.9903281023994643,13.275000000000006,19.775999999999996
ROI.07 [],5,16.279000000000003,14.277000000000001,2.6654858468954536,13.78200000000001,19.775999999999996
ROI.08 [],5,15.280599999999998,13.777000000000001,3.6742097163880008,10.278999999999996,19.775999999999996
ROI.11 [],5,14.976399999999995,8.276000000000003,11.15619290976989,1.7769999999999868,29.776999999999987
ROI.12 [],1,1.2760000000000034,1.2760000000000034,0.0,1.2760000000000034,1.2760000000000034
ROI.13 [],4,16.900999999999996,14.775999999999996,9.134146128675624,8.275000000000006,29.776999999999987
ROI.14 [],5,17.077199999999998,10.278999999999996,10.201307825960356,7.776000000000003,29.776999999999987
ROI.15 [],4,13.654250000000001,10.280500000000004,7.708288051668798,7.277000000000001,26.778999999999996
ROI.16 [],5,15.1772,10.278999999999996,8.534766625983398,7.277000000000001,29.278000000000006
ROI.17 [],4,10.529249999999998,8.281500000000001,8.127538999445038,1.7769999999999868,23.777
ROI.18 [],3,5.776666666666661,7.277000000000001,2.8574464513306723,1.7769999999999868,8.275999999999996
ROI.19 [],4,15.402500000000003,14.276000000000003,2.245441437668767,13.78200000000001,19.275999999999996
ROI.21 [],4,11.903,10.027000000000005,8.779315377636237,1.7769999999999868,25.781000000000006
ROI.22 [],3,8.27766666666667,7.277000000000001,1.7819482471597088,6.775000000000006,10.781000000000006
ROI.25 [],5,14.278000000000002,9.286000000000001,8.017918458053808,6.274999999999999,24.275999999999996
