ROI,n_spikes,spike_times_s
ROI.000 [],27,27.778;36.278;45.778;46.778;51.780;55.778;58.278;65.278;69.284;74.277;76.278;82.778;87.288;90.778;92.277;97.777;99.788;100.778;103.778;108.285;113.278;118.279;127.777;131.288;150.277;154.277;156.779
