ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.02 [],50.777,20.777,30,50
ROI.02 [],101.278,21.278000000000006,80,100
ROI.02 [],150.28,20.28,130,150
ROI.05 [],55.786,25.786,30,50
ROI.05 [],101.786,21.786,80,100
ROI.05 [],154.776,24.77600000000001,130,150
ROI.06 [],52.776,22.776000000000003,30,50
ROI.06 [],101.786,21.786,80,100
ROI.06 [],121.278,41.278000000000006,80,100
ROI.06 [],161.283,31.282999999999987,130,150
ROI.07 [],51.278,21.278,30,50
ROI.07 [],101.278,21.278000000000006,80,100
ROI.07 [],150.28,20.28,130,150
