ROI,n_spikes,spike_times_s
ROI.09 [],4,33.285;101.278;107.778;169.778
ROI.11 [],3,41.278;149.280;176.296
ROI.02 [],1,22.777
ROI.05 [],1,29.278
ROI.04 [],1,26.789
