ROI,n_spikes,spike_times_s
ROI.13 [],10,26.778;39.289;61.777;71.784;83.778;93.786;111.778;135.777;147.277;188.287
ROI.18 [],7,26.778;39.289;65.278;95.277;111.778;136.778;147.277
ROI.000 [],6,33.778;48.287;82.277;94.788;111.778;147.277
ROI.12 [],4,39.289;65.278;95.277;137.292
ROI.17 [],4,53.285;101.286;157.779;177.278
ROI.07 [],3,34.776;86.278;112.281
ROI.04 [],1,82.277
