Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
Ctrl,blue,2,7,1.1419999999999995,24.062857142857144,0.1111111111111111,ns
Ctrl,red,2,17,1.1419999999999995,6.497294117647057,0.9410601275087738,ns
blue,red,7,17,24.062857142857144,6.497294117647057,0.006878119848772626,**
