ROI,n_spikes,spike_times_s
ROI.02 [],1,117.777
ROI.10 [],1,117.777
ROI.11 [],1,118.277
ROI.17 [],1,76.284
ROI.18 [],1,189.786
ROI.20 [],1,117.777
ROI.21 [],1,117.777
