ROI,n_spikes,spike_times_s
ROI.13 [],2,100.278;151.278
ROI.02 [],1,151.278
ROI.01 [],1,150.279
ROI.03 [],1,151.278
ROI.04 [],1,151.278
ROI.05 [],1,151.278
ROI.06 [],1,151.278
