ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.02 [],125.782,45.782,80,100
ROI.02 [],156.787,26.787000000000006,130,150
ROI.04 [],68.779,38.778999999999996,30,50
ROI.04 [],75.777,45.777,30,50
ROI.04 [],123.776,43.775999999999996,80,100
ROI.04 [],153.285,23.284999999999997,130,150
ROI.08 [],75.278,45.278000000000006,30,50
ROI.08 [],123.277,43.277,80,100
ROI.08 [],154.276,24.27600000000001,130,150
ROI.10 [],119.288,39.288,80,100
ROI.10 [],162.277,32.27699999999999,130,150
ROI.12 [],126.786,46.786,80,100
