ROI,n_spikes,spike_times_s
ROI.07 [],5,31.777;61.788;81.278;100.775;132.277
ROI.06 [],5,61.788;81.777;100.775;135.277;142.277
ROI.01 [],4,62.280;84.278;100.775;133.278
ROI.03 [],2,62.280;100.775
ROI.08 [],2,62.280;101.286
ROI.14 [],2,62.783;99.779
