ROI,n_spikes,spike_times_s
ROI.04 [],1,103.779
ROI.05 [],1,105.277
ROI.07 [],1,105.777
ROI.03 [],1,104.789
ROI.13 [],1,104.789
ROI.14 [],1,105.777
ROI.15 [],1,105.277
ROI.16 [],1,104.789
ROI.21 [],1,103.779
