ROI_A,ROI_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],ROI.02 [],3,3,1.6666666666666667,1.6666666666666667,1.0,ns
ROI.01 [],ROI.03 [],3,3,1.6666666666666667,2.3333333333333335,0.8136637157667919,ns
ROI.01 [],ROI.04 [],3,4,1.6666666666666667,3.25,0.28008721081149746,ns
ROI.01 [],ROI.05 [],3,1,1.6666666666666667,4.0,1.0,ns
ROI.01 [],ROI.06 [],3,2,1.6666666666666667,2.5,0.3329216080655659,ns
ROI.01 [],ROI.07 [],3,3,1.6666666666666667,2.0,1.0,ns
ROI.01 [],ROI.08 [],3,4,1.6666666666666667,2.25,0.853041076171313,ns
ROI.01 [],ROI.09 [],3,5,1.6666666666666667,2.2,0.7539452104594967,ns
ROI.01 [],ROI.10 [],3,3,1.6666666666666667,3.6666666666666665,0.16415972847851523,ns
ROI.01 [],ROI.11 [],3,3,1.6666666666666667,1.3333333333333333,0.6192567541768621,ns
ROI.01 [],ROI.12 [],3,3,1.6666666666666667,1.6666666666666667,1.0,ns
ROI.01 [],ROI.13 [],3,3,1.6666666666666667,2.3333333333333335,0.8136637157667919,ns
ROI.01 [],ROI.14 [],3,1,1.6666666666666667,5.0,1.0,ns
ROI.02 [],ROI.03 [],3,3,1.6666666666666667,2.3333333333333335,0.8136637157667919,ns
ROI.02 [],ROI.04 [],3,4,1.6666666666666667,3.25,0.28008721081149746,ns
ROI.02 [],ROI.05 [],3,1,1.6666666666666667,4.0,1.0,ns
ROI.02 [],ROI.06 [],3,2,1.6666666666666667,2.5,0.3329216080655659,ns
ROI.02 [],ROI.07 [],3,3,1.6666666666666667,2.0,1.0,ns
ROI.02 [],ROI.08 [],3,4,1.6666666666666667,2.25,0.853041076171313,ns
ROI.02 [],ROI.09 [],3,5,1.6666666666666667,2.2,0.7539452104594967,ns
ROI.02 [],ROI.10 [],3,3,1.6666666666666667,3.6666666666666665,0.16415972847851523,ns
ROI.02 [],ROI.11 [],3,3,1.6666666666666667,1.3333333333333333,0.6192567541768621,ns
ROI.02 [],ROI.12 [],3,3,1.6666666666666667,1.6666666666666667,1.0,ns
ROI.02 [],ROI.13 [],3,3,1.6666666666666667,2.3333333333333335,0.8136637157667919,ns
ROI.02 [],ROI.14 [],3,1,1.6666666666666667,5.0,1.0,ns
ROI.03 [],ROI.04 [],3,4,2.3333333333333335,3.25,0.5891544654500582,ns
ROI.03 [],ROI.05 [],3,1,2.3333333333333335,4.0,1.0,ns
ROI.03 [],ROI.06 [],3,2,2.3333333333333335,2.5,1.0,ns
ROI.03 [],ROI.07 [],3,3,2.3333333333333335,2.0,0.8136637157667919,ns
ROI.03 [],ROI.08 [],3,4,2.3333333333333335,2.25,1.0,ns
ROI.03 [],ROI.09 [],3,5,2.3333333333333335,2.2,1.0,ns
ROI.03 [],ROI.10 [],3,3,2.3333333333333335,3.6666666666666665,0.5065551690490403,ns
ROI.03 [],ROI.11 [],3,3,2.3333333333333335,1.3333333333333333,0.47950012218695337,ns
ROI.03 [],ROI.12 [],3,3,2.3333333333333335,1.6666666666666667,0.6428348264908044,ns
ROI.03 [],ROI.13 [],3,3,2.3333333333333335,2.3333333333333335,1.0,ns
ROI.03 [],ROI.14 [],3,1,2.3333333333333335,5.0,1.0,ns
ROI.04 [],ROI.05 [],4,1,3.25,4.0,1.0,ns
ROI.04 [],ROI.06 [],4,2,3.25,2.5,0.6385920776850198,ns
ROI.04 [],ROI.07 [],4,3,3.25,2.0,0.4587185587250222,ns
ROI.04 [],ROI.08 [],4,4,3.25,2.25,0.45389887787044503,ns
ROI.04 [],ROI.09 [],4,5,3.25,2.2,0.3790797199078273,ns
ROI.04 [],ROI.10 [],4,3,3.25,3.6666666666666665,1.0,ns
ROI.04 [],ROI.11 [],4,3,3.25,1.3333333333333333,0.19908985214820463,ns
ROI.04 [],ROI.12 [],4,3,3.25,1.6666666666666667,0.2663799233424825,ns
ROI.04 [],ROI.13 [],4,3,3.25,2.3333333333333335,0.5891544654500582,ns
ROI.04 [],ROI.14 [],4,1,3.25,5.0,1.0,ns
ROI.05 [],ROI.06 [],1,2,4.0,2.5,1.0,ns
ROI.05 [],ROI.07 [],1,3,4.0,2.0,1.0,ns
ROI.05 [],ROI.08 [],1,4,4.0,2.25,1.0,ns
