Condition,ROI,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s
blue4,ROI.01 [],2,42.53099999999999,42.53099999999999,16.611352503634365
blue4,ROI.06 [],3,35.94666666666666,30.785,16.37158673841156
blue4,ROI.07 [],1,57.77600000000001,57.77600000000001,
blue4,ROI.11 [],1,53.77799999999999,53.77799999999999,
blue4,[blue4 TOTAL],7,43.49371428571428,53.77799999999999,14.688274095507676
red1,ROI.02 [],1,26.78700000000001,26.78700000000001,
red1,ROI.04 [],4,37.904250000000005,41.2775,10.180787440894083
red1,ROI.08 [],3,37.61033333333334,43.277,11.591131710636942
red1,ROI.10 [],2,35.78249999999999,35.78249999999999,4.957525642898892
red1,ROI.12 [],1,46.786,46.786,
red1,[red1 TOTAL],11,37.23509090909091,39.288,9.005815081985032
red2,ROI.04 [],3,38.94466666666667,47.777,15.734796926981089
red2,ROI.09 [],4,38.033,40.036,13.72484428569835
red2,ROI.10 [],6,34.20183333333333,30.038,9.764840754803261
red2,[red2 TOTAL],13,36.475153846153844,31.787,11.532754916946732
red3,ROI.04 [],1,23.27799999999999,23.27799999999999,
red3,ROI.09 [],2,36.783500000000004,36.783500000000004,16.97692670950783
red3,ROI.12 [],1,23.776999999999987,23.776999999999987,
red3,[red3 TOTAL],4,30.155499999999996,24.27799999999999,12.437337295418189
red4,ROI.02 [],2,27.027000000000008,27.027000000000008,1.059245958217444
red4,ROI.03 [],4,33.528999999999996,28.78099999999999,10.18534977308094
red4,ROI.04 [],5,32.98100000000001,29.778,10.45195058350354
red4,ROI.05 [],4,36.405,37.282,14.410939687149705
red4,ROI.07 [],4,36.52875,37.0305,8.511238389133904
red4,ROI.08 [],4,31.406499999999998,28.285499999999992,9.86762735750934
red4,ROI.09 [],3,29.78333333333333,25.277,10.9664047131835
red4,ROI.10 [],3,31.778000000000002,26.27800000000001,12.21679172287062
red4,ROI.12 [],3,41.94766666666667,47.777,10.54233704324299
red4,ROI.13 [],4,33.528999999999996,28.78099999999999,10.18534977308094
red4,ROI.14 [],5,34.380399999999995,26.286,13.923843320003275
red4,[red4 TOTAL],41,33.82880487804878,28.294,10.206375588864814
red6,ROI.01 [],1,40.278000000000006,40.278000000000006,
red6,ROI.09 [],1,35.787000000000006,35.787000000000006,
red6,ROI.11 [],1,42.276,42.276,
red6,[red6 TOTAL],3,39.447,40.278000000000006,3.3233568872451826
red7,ROI.01 [],2,26.281500000000005,26.281500000000005,7.787366981207442
red7,ROI.02 [],1,26.77800000000001,26.77800000000001,
red7,ROI.03 [],2,26.527500000000003,26.527500000000003,8.135263517551223
red7,ROI.06 [],2,26.281500000000005,26.281500000000005,7.787366981207442
red7,ROI.07 [],1,26.77800000000001,26.77800000000001,
red7,ROI.08 [],1,26.288,26.288,
red7,ROI.09 [],1,29.776000000000003,29.776000000000003,
red7,ROI.11 [],2,25.776500000000002,25.776500000000002,7.7774674862708375
red7,ROI.13 [],2,26.527500000000003,26.527500000000003,8.135263517551223
red7,[red7 TOTAL],14,26.600642857142862,26.77800000000001,5.00899940272341
red8,ROI.03 [],1,28.777,28.777,
red8,ROI.08 [],1,44.77799999999999,44.77799999999999,
red8,ROI.13 [],1,28.777,28.777,
red8,[red8 TOTAL],3,34.11066666666667,28.777,9.238181657303196
ALL,OVERALL,96,34.259416666666674,30.2815,10.556356662835073
