ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],blue,red,1,2,2.0,1.5,1.0,ns
ROI.06 [],blue,red,1,1,3.0,2.0,1.0,ns
ROI.07 [],blue,red,1,2,1.0,2.5,1.0,ns
ROI.11 [],blue,red,1,2,1.0,1.5,1.0,ns
