Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,-0.08896251970025687,0.12058354750953593,-0.7377666484162906,0.4606562635081679,ns
C(condition_group)[T.red],0.3199524564266157,0.091706147031026,3.4888877876241975,0.00048503471536624684,***
ROI (random effect var),0.10348261392987732,,,,
