Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,43.5206068150289,3.6215240468295717,12.017207742449921,2.8855847091036122e-33,***
C(condition_group)[T.red],-9.856763452119788,3.6578194816506437,-2.6947101959421413,0.007044987571585949,**
ROI (random effect var),0.18184697066013378,,,,
