ROI,n_spikes,spike_times_s
ROI.02 [],1,191.276
ROI.03 [],1,187.276
ROI.04 [],1,188.778
ROI.06 [],1,189.777
ROI.07 [],1,191.276
ROI.08 [],1,189.277
ROI.10 [],1,189.277
ROI.11 [],1,190.778
ROI.12 [],1,189.277
ROI.13 [],1,189.277
ROI.14 [],1,189.277
ROI.15 [],1,190.277
ROI.16 [],1,191.276
