ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.02 [],1,61.27600000000001,61.27600000000001,0.0,61.27600000000001,61.27600000000001
ROI.03 [],1,57.27600000000001,57.27600000000001,0.0,57.27600000000001,57.27600000000001
ROI.04 [],1,58.77799999999999,58.77799999999999,0.0,58.77799999999999,58.77799999999999
ROI.06 [],1,59.77699999999999,59.77699999999999,0.0,59.77699999999999,59.77699999999999
ROI.07 [],1,61.27600000000001,61.27600000000001,0.0,61.27600000000001,61.27600000000001
ROI.08 [],1,59.27699999999999,59.27699999999999,0.0,59.27699999999999,59.27699999999999
ROI.10 [],1,59.27699999999999,59.27699999999999,0.0,59.27699999999999,59.27699999999999
ROI.11 [],1,60.77799999999999,60.77799999999999,0.0,60.77799999999999,60.77799999999999
ROI.12 [],1,59.27699999999999,59.27699999999999,0.0,59.27699999999999,59.27699999999999
ROI.13 [],1,59.27699999999999,59.27699999999999,0.0,59.27699999999999,59.27699999999999
ROI.14 [],1,59.27699999999999,59.27699999999999,0.0,59.27699999999999,59.27699999999999
ROI.15 [],1,60.27699999999999,60.27699999999999,0.0,60.27699999999999,60.27699999999999
ROI.16 [],1,61.27600000000001,61.27600000000001,0.0,61.27600000000001,61.27600000000001
