ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],3,22.447666666666667,23.277,3.926480216286458,17.27799999999999,26.78800000000001
ROI.F [],3,25.953999999999997,33.788,16.286829668989196,3.2789999999999964,40.795
ROI.D [],1,25.284999999999997,25.284999999999997,0.0,25.284999999999997,25.284999999999997
ROI.09 [],1,25.27799999999999,25.27799999999999,0.0,25.27799999999999,25.27799999999999
ROI.10 [],1,26.27600000000001,26.27600000000001,0.0,26.27600000000001,26.27600000000001
ROI.11 [],1,26.78800000000001,26.78800000000001,0.0,26.78800000000001,26.78800000000001
ROI.12 [],1,30.78800000000001,30.78800000000001,0.0,30.78800000000001,30.78800000000001
ROI.13 [],1,27.77799999999999,27.77799999999999,0.0,27.77799999999999,27.77799999999999
ROI.14 [],1,31.776999999999987,31.776999999999987,0.0,31.776999999999987,31.776999999999987
ROI.16 [],1,27.276999999999987,27.276999999999987,0.0,27.276999999999987,27.276999999999987
ROI.19 [],1,29.278999999999996,29.278999999999996,0.0,29.278999999999996,29.278999999999996
ROI.21 [],1,30.282999999999987,30.282999999999987,0.0,30.282999999999987,30.282999999999987
ROI.22 [],15,23.81213333333333,26.777,16.272040785210553,1.7769999999999868,54.77799999999999
ROI.31 [],5,27.278,33.277,17.53818691883514,3.2789999999999964,48.27799999999999
