ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],1,39.788,39.788,0.0,39.788,39.788
ROI.F [],2,65.52799999999999,65.52799999999999,3.25,62.27799999999999,68.77799999999999
ROI.09 [],1,38.790000000000006,38.790000000000006,0.0,38.790000000000006,38.790000000000006
ROI.10 [],1,39.788,39.788,0.0,39.788,39.788
ROI.11 [],1,38.275999999999996,38.275999999999996,0.0,38.275999999999996,38.275999999999996
ROI.12 [],1,39.788,39.788,0.0,39.788,39.788
ROI.13 [],1,40.277,40.277,0.0,40.277,40.277
ROI.14 [],1,39.277,39.277,0.0,39.277,39.277
ROI.16 [],1,39.788,39.788,0.0,39.788,39.788
ROI.17 [],1,39.277,39.277,0.0,39.277,39.277
ROI.18 [],1,39.277,39.277,0.0,39.277,39.277
ROI.19 [],1,39.277,39.277,0.0,39.277,39.277
ROI.20 [],2,20.027500000000003,20.027500000000003,19.249499999999998,0.7780000000000058,39.277
ROI.21 [],1,39.788,39.788,0.0,39.788,39.788
ROI.23 [],8,25.842,29.278499999999998,13.487148206718869,3.7779999999999916,45.77799999999999
ROI.31 [],1,67.77799999999999,67.77799999999999,0.0,67.77799999999999,67.77799999999999
