ROI,n_spikes,spike_times_s
ROI.05 [],8,53.279;75.781;114.776;124.276;153.276;163.275;186.775;202.275
ROI.23 [],8,53.279;75.781;114.776;124.276;153.276;163.275;185.278;202.275
ROI.000 [],8,53.279;75.283;114.776;120.776;153.276;162.776;186.775;202.275
ROI.19 [],7,75.781;114.776;120.287;153.276;163.275;185.278;202.275
ROI.04 [],2,162.776;186.775
ROI.07 [],2,75.283;202.786
ROI.06 [],1,153.276
ROI.10 [],1,50.275
ROI.17 [],1,58.776
