ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.02 [],42.277,0.0,30,50
ROI.02 [],96.78,0.0,80,100
ROI.02 [],147.776,0.0,130,150
ROI.09 [],39.776,0.0,30,50
ROI.09 [],87.777,0.0,80,100
ROI.09 [],133.777,0.0,130,150
ROI.10 [],36.776,0.0,30,50
ROI.10 [],95.276,0.0,80,100
ROI.10 [],131.776,0.0,130,150
ROI.11 [],38.777,0.0,30,50
ROI.11 [],95.276,0.0,80,100
ROI.11 [],150.777,0.7769999999999868,130,150
ROI.14 [],33.776,0.0,30,50
ROI.14 [],95.276,0.0,80,100
ROI.14 [],133.777,0.0,130,150
ROI.15 [],38.777,0.0,30,50
ROI.15 [],95.276,0.0,80,100
ROI.15 [],147.776,0.0,130,150
ROI.16 [],32.777,0.0,30,50
ROI.16 [],95.276,0.0,80,100
ROI.16 [],147.776,0.0,130,150
ROI.17 [],38.777,0.0,30,50
ROI.17 [],95.276,0.0,80,100
ROI.17 [],131.776,0.0,130,150
ROI.20 [],36.776,0.0,30,50
ROI.20 [],95.276,0.0,80,100
ROI.20 [],147.776,0.0,130,150
ROI.21 [],42.776,0.0,30,50
ROI.21 [],95.276,0.0,80,100
ROI.21 [],150.777,0.7769999999999868,130,150
ROI.000 [],54.277,4.277000000000001,30,50
ROI.000 [],154.777,4.776999999999987,130,150
