ROI,n_spikes,spike_times_s
ROI.02 [],3,42.277;96.780;147.776
ROI.09 [],3,39.776;87.777;133.777
ROI.10 [],3,36.776;95.276;131.776
ROI.11 [],3,38.777;95.276;150.777
ROI.14 [],3,33.776;95.276;133.777
ROI.15 [],3,38.777;95.276;147.776
ROI.16 [],3,32.777;95.276;147.776
ROI.17 [],3,38.777;95.276;131.776
ROI.20 [],3,36.776;95.276;147.776
ROI.21 [],3,42.776;95.276;150.777
ROI.000 [],2,54.277;154.777
