ROI,n_spikes,spike_times_s
ROI.06 [],3,15.777;62.284;89.776
ROI.31 [],3,74.278;95.776;150.287
ROI.F [],1,95.776
ROI.B [],1,67.776
ROI.21 [],1,32.277
