ROI,n_spikes,spike_times_s
ROI.05 [],10,23.278;49.784;63.778;77.276;100.286;119.277;140.293;152.278;172.787;204.778
ROI.13 [],9,27.779;45.776;65.786;87.276;102.776;113.777;127.788;150.276;199.778
ROI.12 [],9,42.277;57.275;74.285;87.276;106.278;120.788;136.278;173.279;193.778
ROI.01 [],7,29.277;59.775;73.775;114.777;130.278;155.287;196.278
ROI.19 [],7,39.786;63.778;89.777;123.278;140.778;167.285;197.280
ROI.07 [],6,29.277;63.778;94.788;121.276;161.287;204.778
ROI.18 [],4,96.286;121.276;137.277;200.788
ROI.04 [],1,34.285
ROI.21 [],1,188.287
