ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.D [],1,32.277,32.277,0.0,32.277,32.277
ROI.22 [],1,32.277,32.277,0.0,32.277,32.277
