Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
10s,8,8.36225,8.534500000000001,7.903111191170221,2.794171757873878
1mW,1,0.0,0.0,,
20s,26,9.735615384615384,0.0,15.929178600485143,3.1239689430530135
2Hz,17,17.628117647058822,13.787999999999997,16.25211926904593,3.941717905083086
2mW,4,10.405000000000001,5.527000000000001,10.954277216381437,5.477138608190718
5Hz,8,6.208374999999998,3.527499999999989,7.139475669773359,2.5241858301065547
5s,18,32.19411111111111,25.2775,29.39582935781855,6.928663425838698
Ctrl,14,11.697142857142854,4.528000000000006,14.860939249005671,3.971753079674347
