Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-138.47000E-003,23.00000E-009,15.85800E-003
1,1,2,-112.55000E-003,29.00000E-009,33.68900E-003
1,1,3,25.27000E-003,33.00000E-009,51.33100E-003
1,1,4,284.27000E-003,38.00000E-009,69.49100E-003
1,1,5,633.56000E-003,44.00000E-009,87.20900E-003
1,1,6,1.10858E+000,51.00000E-009,104.86100E-003
1,1,7,1.68152E+000,74.00000E-009,122.46900E-003
1,1,8,2.32470E+000,149.00000E-009,140.13200E-003
1,1,9,2.92950E+000,346.00000E-009,157.75100E-003
1,1,10,3.37364E+000,653.00000E-009,176.78200E-003
1,1,11,3.58177E+000,875.00000E-009,194.42700E-003
1,1,12,3.69717E+000,1.02100E-006,212.08000E-003
1,1,13,3.77712E+000,1.13600E-006,229.69000E-003
1,1,14,3.84806E+000,1.24700E-006,247.33000E-003
1,1,15,3.90762E+000,1.34600E-006,264.98200E-003
1,1,16,3.96852E+000,1.45700E-006,283.65100E-003
1,1,17,4.01966E+000,1.55400E-006,301.28100E-003
1,1,18,4.07075E+000,1.65700E-006,318.92400E-003
1,1,19,4.11989E+000,1.76200E-006,336.57600E-003
1,1,20,4.16405E+000,1.85800E-006,354.20700E-003
1,1,21,4.20946E+000,1.96600E-006,371.90600E-003
1,1,22,4.25070E+000,2.06600E-006,389.55800E-003
1,1,23,4.28958E+000,2.16400E-006,407.21200E-003
1,1,24,4.32889E+000,2.27000E-006,425.33200E-003
1,1,25,4.36484E+000,2.37200E-006,442.95300E-003
1,1,26,4.39805E+000,2.46900E-006,460.59900E-003
1,1,27,4.43265E+000,2.56900E-006,478.25800E-003
1,1,28,4.46622E+000,2.67400E-006,495.88400E-003
1,1,29,4.49801E+000,2.77600E-006,513.53100E-003
1,1,30,4.52727E+000,2.87300E-006,531.18600E-003
1,1,31,4.55792E+000,2.97400E-006,557.88200E-003
1,1,32,4.58676E+000,3.07500E-006,575.53500E-003
1,1,33,4.61582E+000,3.17600E-006,593.18800E-003
1,1,34,4.64465E+000,3.27600E-006,612.66500E-003
1,1,35,4.67084E+000,3.37500E-006,630.28300E-003
1,1,36,4.69762E+000,3.47700E-006,647.92500E-003
1,1,37,4.72404E+000,3.57900E-006,665.58300E-003
1,1,38,4.74871E+000,3.68100E-006,683.20100E-003
1,1,39,4.77401E+000,3.78100E-006,701.25500E-003
1,1,40,4.79685E+000,3.87800E-006,718.90600E-003
1,1,41,4.82044E+000,3.97800E-006,736.54600E-003
1,1,42,4.84506E+000,4.08200E-006,754.15500E-003
1,1,43,4.86709E+000,4.18400E-006,771.80700E-003
1,1,44,4.88895E+000,4.28200E-006,789.45600E-003
1,1,45,4.91064E+000,4.38100E-006,807.26300E-003
1,1,46,4.93121E+000,4.48100E-006,824.91900E-003
1,1,47,4.95210E+000,4.58100E-006,842.56700E-003
1,1,48,4.97455E+000,4.68300E-006,860.22000E-003
1,1,49,4.99571E+000,4.78400E-006,877.82700E-003
1,1,50,5.01693E+000,4.88400E-006,895.57900E-003
1,1,51,5.03725E+000,4.98300E-006,914.22200E-003
1,1,52,5.05743E+000,5.08200E-006,931.85100E-003
1,1,53,5.07819E+000,5.18500E-006,950.70400E-003
1,1,54,5.09672E+000,5.28500E-006,969.76700E-003
1,1,55,5.11608E+000,5.38400E-006,987.39900E-003
1,1,56,5.13587E+000,5.48600E-006,1.00504E+000
1,1,57,5.15436E+000,5.58500E-006,1.02268E+000
1,1,58,5.17227E+000,5.68200E-006,1.04030E+000
1,1,59,5.19141E+000,5.78400E-006,1.05795E+000
1,1,60,5.20961E+000,5.88500E-006,1.08206E+000
1,1,61,5.22736E+000,5.98600E-006,1.09969E+000
1,1,62,5.24489E+000,6.08800E-006,1.11731E+000
1,1,63,5.26149E+000,6.18600E-006,1.13497E+000
1,1,64,5.27830E+000,6.28700E-006,1.15274E+000
1,1,65,5.29539E+000,6.38500E-006,1.17039E+000
1,1,66,5.31162E+000,6.48500E-006,1.18801E+000
1,1,67,5.32789E+000,6.58600E-006,1.20567E+000
1,1,68,5.34491E+000,6.68400E-006,1.22330E+000
1,1,69,5.36277E+000,6.78700E-006,1.24132E+000
1,1,70,5.37932E+000,6.88800E-006,1.25897E+000
1,1,71,5.39481E+000,6.98800E-006,1.27662E+000
1,1,72,5.41106E+000,7.08800E-006,1.29423E+000
1,1,73,5.42629E+000,7.18800E-006,1.31189E+000
1,1,74,5.44113E+000,7.28600E-006,1.32952E+000
1,1,75,5.45660E+000,7.38600E-006,1.34717E+000
1,1,76,5.47201E+000,7.48700E-006,1.36479E+000
1,1,77,5.48731E+000,7.58800E-006,1.38244E+000
1,1,78,5.50128E+000,7.69100E-006,1.40010E+000
1,1,79,5.51520E+000,7.78800E-006,1.41776E+000
1,1,80,5.53030E+000,7.88800E-006,1.43535E+000
1,1,81,5.54553E+000,7.98900E-006,1.45300E+000
1,1,82,5.55977E+000,8.08600E-006,1.47065E+000
1,1,83,5.57501E+000,8.18600E-006,1.48831E+000
1,1,84,5.58946E+000,8.28900E-006,1.50595E+000
1,1,85,5.60209E+000,8.38900E-006,1.52360E+000
1,1,86,5.61557E+000,8.49000E-006,1.54247E+000
1,1,87,5.62922E+000,8.58800E-006,1.56009E+000
1,1,88,5.64363E+000,8.68700E-006,1.57775E+000
1,1,89,5.65890E+000,8.78800E-006,1.60569E+000
1,1,90,5.67372E+000,8.88800E-006,1.62331E+000
1,1,91,5.68772E+000,8.98700E-006,1.64097E+000
1,1,92,5.70208E+000,9.08800E-006,1.65869E+000
1,1,93,5.71605E+000,9.18900E-006,1.67634E+000
1,1,94,5.72824E+000,9.29100E-006,1.69551E+000
1,1,95,5.74265E+000,9.38800E-006,1.71314E+000
1,1,96,5.75580E+000,9.49100E-006,1.73079E+000
1,1,97,5.76784E+000,9.59100E-006,1.74844E+000
1,1,98,5.78020E+000,9.69100E-006,1.76609E+000
1,1,99,5.79302E+000,9.79000E-006,1.78372E+000
1,1,100,5.80675E+000,9.88900E-006,1.80136E+000
1,1,101,5.81914E+000,9.98900E-006,1.81913E+000
1,1,102,5.83081E+000,10.08800E-006,1.83675E+000
1,1,103,5.84499E+000,10.18900E-006,1.85440E+000
1,1,104,5.85745E+000,10.29100E-006,1.87223E+000
1,1,105,5.86843E+000,10.39200E-006,1.88988E+000
1,1,106,5.88007E+000,10.49000E-006,1.90751E+000
1,1,107,5.89208E+000,10.59100E-006,1.92516E+000
1,1,108,5.90458E+000,10.69100E-006,1.94281E+000
1,1,109,5.91740E+000,10.79100E-006,1.96042E+000
1,1,110,5.92977E+000,10.89000E-006,1.97807E+000
1,1,111,5.94231E+000,10.99000E-006,1.99647E+000
1,1,112,5.95400E+000,11.09000E-006,2.01409E+000
1,1,113,5.96544E+000,11.18800E-006,2.03172E+000
1,1,114,5.97767E+000,11.29100E-006,2.04938E+000
1,1,115,5.98812E+000,11.39200E-006,2.06863E+000
1,1,116,5.99847E+000,11.49300E-006,2.08625E+000
1,1,117,6.00846E+000,11.59200E-006,2.10390E+000
1,1,118,6.02215E+000,11.69200E-006,2.13010E+000
1,1,119,6.03247E+000,11.79300E-006,2.14776E+000
1,1,120,6.04358E+000,11.89200E-006,2.16543E+000
1,1,121,6.05470E+000,11.99300E-006,2.18490E+000
1,1,122,6.06613E+000,12.09000E-006,2.20253E+000
1,1,123,6.07776E+000,12.19200E-006,2.22191E+000
1,1,124,6.08887E+000,12.29000E-006,2.23953E+000
1,1,125,6.09960E+000,12.39200E-006,2.25718E+000
1,1,126,6.10973E+000,12.49200E-006,2.27483E+000
1,1,127,6.12008E+000,12.59200E-006,2.29248E+000
1,1,128,6.12996E+000,12.69300E-006,2.31018E+000
1,1,129,6.14058E+000,12.79300E-006,2.32783E+000
1,1,130,6.15021E+000,12.89200E-006,2.34548E+000
1,1,131,6.16181E+000,12.99300E-006,2.36310E+000
1,1,132,6.17261E+000,13.09200E-006,2.38074E+000
1,1,133,6.18172E+000,13.19300E-006,2.39840E+000
1,1,134,6.19253E+000,13.29100E-006,2.41600E+000
1,1,135,6.20346E+000,13.39000E-006,2.43402E+000
1,1,136,6.21446E+000,13.49100E-006,2.45166E+000
1,1,137,6.22453E+000,13.59200E-006,2.46928E+000
1,1,138,6.23406E+000,13.69200E-006,2.48694E+000
1,1,139,6.24406E+000,13.79000E-006,2.50455E+000
1,1,140,6.25537E+000,13.89300E-006,2.52220E+000
1,1,141,6.26412E+000,13.99400E-006,2.53985E+000
1,1,142,6.27461E+000,14.09200E-006,2.55747E+000
1,1,143,6.28363E+000,14.19500E-006,2.57513E+000
1,1,144,6.29242E+000,14.29300E-006,2.59313E+000
1,1,145,6.30251E+000,14.39400E-006,2.61078E+000
1,1,146,6.31182E+000,14.49200E-006,2.62840E+000
1,1,147,6.32150E+000,14.59300E-006,2.65443E+000
1,1,148,6.33153E+000,14.69200E-006,2.67210E+000
1,1,149,6.34091E+000,14.79200E-006,2.68974E+000
1,1,150,6.34983E+000,14.89200E-006,2.70742E+000
1,1,151,6.35980E+000,14.99200E-006,2.72506E+000
1,1,152,6.36987E+000,15.09200E-006,2.74271E+000
1,1,153,6.37929E+000,15.19300E-006,2.76033E+000
1,1,154,6.38845E+000,15.29300E-006,2.77798E+000
1,1,155,6.39831E+000,15.39300E-006,2.79560E+000
1,1,156,6.40774E+000,15.49400E-006,2.81327E+000
1,1,157,6.41581E+000,15.59300E-006,2.83089E+000
1,1,158,6.42645E+000,15.69300E-006,2.84911E+000
1,1,159,6.43477E+000,15.79500E-006,2.86673E+000
1,1,160,6.44314E+000,15.89400E-006,2.88438E+000
1,1,161,6.45194E+000,15.99200E-006,2.90203E+000
1,1,162,6.46053E+000,16.09300E-006,2.91965E+000
1,1,163,6.46974E+000,16.19200E-006,2.93729E+000
1,1,164,6.47778E+000,16.29300E-006,2.95490E+000
1,1,165,6.48721E+000,16.39200E-006,2.97256E+000
1,1,166,6.49615E+000,16.49300E-006,2.99019E+000
1,1,167,6.50445E+000,16.59300E-006,3.00784E+000
1,1,168,6.51340E+000,16.69300E-006,3.02545E+000
1,1,169,6.52252E+000,16.79400E-006,3.04310E+000
1,1,170,6.53061E+000,16.89500E-006,3.06075E+000
1,1,171,6.53783E+000,16.99500E-006,3.07835E+000
1,1,172,6.54676E+000,17.09200E-006,3.09601E+000
1,1,173,6.55525E+000,17.19500E-006,3.11366E+000
1,1,174,6.56387E+000,17.29400E-006,3.13130E+000
1,1,175,6.57186E+000,17.39400E-006,3.14896E+000
1,1,176,6.58243E+000,17.49200E-006,3.17888E+000
1,1,177,6.59165E+000,17.59400E-006,3.19654E+000
1,1,178,6.59841E+000,17.69400E-006,3.21419E+000
1,1,179,6.60571E+000,17.79300E-006,3.23187E+000
1,1,180,6.61434E+000,17.89200E-006,3.24952E+000
1,1,181,6.62258E+000,17.99500E-006,3.26719E+000
1,1,182,6.63146E+000,18.09200E-006,3.28483E+000
1,1,183,6.64108E+000,18.19400E-006,3.30247E+000
1,1,184,6.64842E+000,18.29600E-006,3.32125E+000
1,1,185,6.65598E+000,18.39500E-006,3.33887E+000
1,1,186,6.66406E+000,18.49500E-006,3.35648E+000
1,1,187,6.67238E+000,18.59500E-006,3.37413E+000
1,1,188,6.68000E+000,18.69500E-006,3.39179E+000
1,1,189,6.68914E+000,18.79400E-006,3.40948E+000
1,1,190,6.69608E+000,18.89500E-006,3.42713E+000
1,1,191,6.70417E+000,18.99400E-006,3.44477E+000
1,1,192,6.71228E+000,19.09500E-006,3.46280E+000
1,1,193,6.71880E+000,19.19500E-006,3.48047E+000
1,1,194,6.72562E+000,19.29300E-006,3.49812E+000
1,1,195,6.73394E+000,19.39300E-006,3.51578E+000
1,1,196,6.74226E+000,19.49300E-006,3.53339E+000
1,1,197,6.75100E+000,19.59400E-006,3.55105E+000
1,1,198,6.75931E+000,19.69300E-006,3.56868E+000
1,1,199,6.76698E+000,19.79400E-006,3.58629E+000
1,1,200,6.77518E+000,19.89400E-006,3.60394E+000
1,1,201,6.78287E+000,19.99400E-006,3.62158E+000
1,1,202,6.79204E+000,20.09500E-006,3.63920E+000
1,1,203,6.79886E+000,20.19500E-006,3.65690E+000
1,1,204,6.80610E+000,20.29400E-006,3.67452E+000
1,1,205,6.81305E+000,20.39500E-006,3.70186E+000
1,1,206,6.82077E+000,20.49500E-006,3.71958E+000
1,1,207,6.82710E+000,20.59800E-006,3.73759E+000
1,1,208,6.83315E+000,20.69600E-006,3.75526E+000
1,1,209,6.83990E+000,20.79300E-006,3.77286E+000
1,1,210,6.84807E+000,20.89400E-006,3.79050E+000
1,1,211,6.85416E+000,20.99500E-006,3.80815E+000
1,1,212,6.86098E+000,21.09400E-006,3.82582E+000
1,1,213,6.86757E+000,21.19400E-006,3.84348E+000
1,1,214,6.87494E+000,21.29400E-006,3.86111E+000
1,1,215,6.88210E+000,21.39500E-006,3.87873E+000
1,1,216,6.88918E+000,21.49500E-006,3.89637E+000
1,1,217,6.89576E+000,21.59500E-006,3.91402E+000
1,1,218,6.90261E+000,21.69400E-006,3.93165E+000
1,1,219,6.90949E+000,21.79600E-006,3.94930E+000
1,1,220,6.91496E+000,21.89600E-006,3.96693E+000
1,1,221,6.92275E+000,21.99500E-006,3.98454E+000
1,1,222,6.93018E+000,22.09500E-006,4.00220E+000
1,1,223,6.93743E+000,22.19500E-006,4.01982E+000
1,1,224,6.94307E+000,22.29600E-006,4.03783E+000
1,1,225,6.95052E+000,22.39400E-006,4.05547E+000
1,1,226,6.95695E+000,22.49600E-006,4.07313E+000
1,1,227,6.96297E+000,22.59600E-006,4.09073E+000
1,1,228,6.97039E+000,22.69300E-006,4.10839E+000
1,1,229,6.97663E+000,22.79600E-006,4.12601E+000
1,1,230,6.98188E+000,22.89500E-006,4.14411E+000
1,1,231,6.98881E+000,22.99400E-006,4.16177E+000
1,1,232,6.99581E+000,23.09400E-006,4.17943E+000
1,1,233,7.00310E+000,23.19500E-006,4.19710E+000
1,1,234,7.00960E+000,23.29400E-006,4.22677E+000
1,1,235,7.01681E+000,23.39500E-006,4.24450E+000
1,1,236,7.02313E+000,23.49500E-006,4.26213E+000
1,1,237,7.03065E+000,23.59600E-006,4.28038E+000
1,1,238,7.03701E+000,23.69500E-006,4.29800E+000
1,1,239,7.04225E+000,23.79700E-006,4.31566E+000
1,1,240,7.04929E+000,23.89500E-006,4.33328E+000
1,1,241,7.05563E+000,23.99600E-006,4.35093E+000
1,1,242,7.06126E+000,24.09800E-006,4.36856E+000
1,1,243,7.06703E+000,24.19500E-006,4.38658E+000
1,1,244,7.07397E+000,24.29600E-006,4.40418E+000
1,1,245,7.08009E+000,24.39600E-006,4.42183E+000
1,1,246,7.08647E+000,24.49700E-006,4.43945E+000
1,1,247,7.09142E+000,24.59700E-006,4.45710E+000
1,1,248,7.09720E+000,24.69500E-006,4.47471E+000
1,1,249,7.10359E+000,24.79500E-006,4.49237E+000
1,1,250,7.10983E+000,24.89500E-006,4.51001E+000
1,1,251,7.11705E+000,24.99300E-006,4.52763E+000
