Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-161.98000E-003,25.00000E-009,15.68300E-003
1,1,2,-135.52000E-003,30.00000E-009,33.49800E-003
1,1,3,5.98000E-003,38.00000E-009,52.57400E-003
1,1,4,252.80000E-003,43.00000E-009,70.24700E-003
1,1,5,597.73000E-003,47.00000E-009,87.91000E-003
1,1,6,1.06785E+000,52.00000E-009,105.56100E-003
1,1,7,1.65265E+000,58.00000E-009,123.30700E-003
1,1,8,2.32379E+000,118.00000E-009,140.92800E-003
1,1,9,2.96201E+000,357.00000E-009,158.92700E-003
1,1,10,3.35126E+000,688.00000E-009,176.94600E-003
1,1,11,3.52034E+000,902.00000E-009,194.55500E-003
1,1,12,3.60974E+000,1.03800E-006,212.19800E-003
1,1,13,3.67532E+000,1.14500E-006,229.84800E-003
1,1,14,3.73587E+000,1.25400E-006,247.47300E-003
1,1,15,3.78805E+000,1.35300E-006,265.12500E-003
1,1,16,3.84149E+000,1.46300E-006,283.64400E-003
1,1,17,3.88562E+000,1.56000E-006,301.27300E-003
1,1,18,3.93042E+000,1.66200E-006,318.91500E-003
1,1,19,3.97364E+000,1.76700E-006,336.56700E-003
1,1,20,4.01221E+000,1.86500E-006,354.19000E-003
1,1,21,4.05080E+000,1.96600E-006,371.84600E-003
1,1,22,4.08888E+000,2.07100E-006,389.48700E-003
1,1,23,4.12503E+000,2.17200E-006,408.12800E-003
1,1,24,4.15783E+000,2.26900E-006,425.74200E-003
1,1,25,4.19140E+000,2.37200E-006,443.39100E-003
1,1,26,4.22311E+000,2.47600E-006,461.45300E-003
1,1,27,4.25440E+000,2.57400E-006,479.07300E-003
1,1,28,4.28378E+000,2.67400E-006,496.68100E-003
1,1,29,4.31289E+000,2.77400E-006,514.33400E-003
1,1,30,4.34217E+000,2.87800E-006,531.98400E-003
1,1,31,4.37133E+000,2.97900E-006,559.41300E-003
1,1,32,4.39745E+000,3.07600E-006,577.03900E-003
