Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-149.87000E-003,20.00000E-009,15.62800E-003
1,1,2,-119.92000E-003,26.00000E-009,33.44700E-003
1,1,3,22.49000E-003,31.00000E-009,51.46600E-003
1,1,4,277.52000E-003,38.00000E-009,69.14100E-003
1,1,5,627.38000E-003,42.00000E-009,86.79800E-003
1,1,6,1.10399E+000,49.00000E-009,104.46200E-003
1,1,7,1.68720E+000,58.00000E-009,122.11900E-003
1,1,8,2.36170E+000,116.00000E-009,139.73800E-003
1,1,9,3.00585E+000,353.00000E-009,157.82700E-003
1,1,10,3.39627E+000,690.00000E-009,175.88000E-003
1,1,11,3.56214E+000,905.00000E-009,193.51200E-003
1,1,12,3.64741E+000,1.03800E-006,211.16000E-003
1,1,13,3.71334E+000,1.15100E-006,228.78200E-003
1,1,14,3.76804E+000,1.25200E-006,246.42500E-003
1,1,15,3.82216E+000,1.35700E-006,264.07400E-003
1,1,16,3.87272E+000,1.45900E-006,282.08200E-003
1,1,17,3.91889E+000,1.56100E-006,300.41200E-003
1,1,18,3.96317E+000,1.66600E-006,318.05300E-003
1,1,19,4.00467E+000,1.76500E-006,335.69500E-003
1,1,20,4.04342E+000,1.86400E-006,353.30900E-003
1,1,21,4.08329E+000,1.96900E-006,370.95900E-003
1,1,22,4.11960E+000,2.07100E-006,388.59600E-003
1,1,23,4.15356E+000,2.16800E-006,406.22100E-003
1,1,24,4.18973E+000,2.27000E-006,424.57300E-003
1,1,25,4.22279E+000,2.37500E-006,442.21900E-003
1,1,26,4.25336E+000,2.47500E-006,459.84300E-003
1,1,27,4.28346E+000,2.57000E-006,477.49000E-003
1,1,28,4.31491E+000,2.67400E-006,495.14300E-003
1,1,29,4.34401E+000,2.77800E-006,512.75700E-003
1,1,30,4.37177E+000,2.87800E-006,530.39600E-003
1,1,31,4.40011E+000,2.97700E-006,559.85100E-003
1,1,32,4.42665E+000,3.07600E-006,577.49800E-003
1,1,33,4.45353E+000,3.17800E-006,595.15200E-003
1,1,34,4.47977E+000,3.28000E-006,613.37000E-003
1,1,35,4.50501E+000,3.38000E-006,630.98700E-003
1,1,36,4.52905E+000,3.47800E-006,648.72200E-003
1,1,37,4.55293E+000,3.57900E-006,666.36500E-003
1,1,38,4.57659E+000,3.67900E-006,683.98400E-003
1,1,39,4.60106E+000,3.78000E-006,701.62900E-003
1,1,40,4.62417E+000,3.88200E-006,719.27900E-003
1,1,41,4.64559E+000,3.98200E-006,736.93600E-003
1,1,42,4.66713E+000,4.08000E-006,754.54800E-003
1,1,43,4.68898E+000,4.18100E-006,772.20500E-003
1,1,44,4.71084E+000,4.28300E-006,789.84300E-003
1,1,45,4.73089E+000,4.38500E-006,807.51300E-003
1,1,46,4.75080E+000,4.48500E-006,825.16000E-003
1,1,47,4.77095E+000,4.58200E-006,842.79300E-003
1,1,48,4.79148E+000,4.68000E-006,860.41200E-003
1,1,49,4.81021E+000,4.78400E-006,878.05500E-003
1,1,50,4.82976E+000,4.88300E-006,895.67200E-003
1,1,51,4.84954E+000,4.98500E-006,913.33000E-003
1,1,52,4.86898E+000,5.08700E-006,930.93200E-003
1,1,53,4.88654E+000,5.18500E-006,948.57800E-003
1,1,54,4.90544E+000,5.28400E-006,966.23200E-003
1,1,55,4.92301E+000,5.38400E-006,984.02600E-003
1,1,56,4.94087E+000,5.48400E-006,1.00165E+000
1,1,57,4.95902E+000,5.58300E-006,1.01930E+000
1,1,58,4.97847E+000,5.68600E-006,1.03694E+000
1,1,59,4.99514E+000,5.78700E-006,1.05457E+000
1,1,60,5.01254E+000,5.88700E-006,1.08232E+000
1,1,61,5.02956E+000,5.98600E-006,1.09998E+000
1,1,62,5.04580E+000,6.08500E-006,1.11796E+000
1,1,63,5.06259E+000,6.18500E-006,1.13562E+000
1,1,64,5.07817E+000,6.28700E-006,1.15335E+000
1,1,65,5.09486E+000,6.38600E-006,1.17100E+000
1,1,66,5.11084E+000,6.48800E-006,1.18862E+000
1,1,67,5.12671E+000,6.58700E-006,1.20627E+000
1,1,68,5.14333E+000,6.68800E-006,1.22391E+000
1,1,69,5.15886E+000,6.78700E-006,1.24154E+000
1,1,70,5.17421E+000,6.88700E-006,1.25919E+000
1,1,71,5.18917E+000,6.98500E-006,1.27682E+000
1,1,72,5.20481E+000,7.08800E-006,1.29448E+000
1,1,73,5.21944E+000,7.18800E-006,1.31209E+000
1,1,74,5.23451E+000,7.28800E-006,1.32974E+000
1,1,75,5.24975E+000,7.39100E-006,1.34813E+000
1,1,76,5.26326E+000,7.48900E-006,1.36576E+000
1,1,77,5.27808E+000,7.58900E-006,1.38415E+000
1,1,78,5.29292E+000,7.68900E-006,1.40296E+000
1,1,79,5.30751E+000,7.78700E-006,1.42058E+000
1,1,80,5.32185E+000,7.88700E-006,1.43823E+000
1,1,81,5.33685E+000,7.99000E-006,1.45755E+000
1,1,82,5.34962E+000,8.08800E-006,1.47517E+000
1,1,83,5.36362E+000,8.19000E-006,1.49282E+000
1,1,84,5.37740E+000,8.29000E-006,1.51045E+000
1,1,85,5.39084E+000,8.39100E-006,1.52807E+000
1,1,86,5.40479E+000,8.48900E-006,1.54573E+000
1,1,87,5.41844E+000,8.59000E-006,1.56337E+000
1,1,88,5.43078E+000,8.68800E-006,1.58098E+000
1,1,89,5.44382E+000,8.79100E-006,1.60750E+000
1,1,90,5.45695E+000,8.88800E-006,1.62514E+000
1,1,91,5.46940E+000,8.98900E-006,1.64278E+000
1,1,92,5.48267E+000,9.09000E-006,1.66043E+000
1,1,93,5.49536E+000,9.19300E-006,1.67946E+000
1,1,94,5.50850E+000,9.29100E-006,1.69746E+000
1,1,95,5.52159E+000,9.39000E-006,1.71511E+000
1,1,96,5.53428E+000,9.49000E-006,1.73272E+000
1,1,97,5.54670E+000,9.59100E-006,1.75036E+000
1,1,98,5.55872E+000,9.69000E-006,1.76801E+000
1,1,99,5.56974E+000,9.79000E-006,1.78563E+000
1,1,100,5.58242E+000,9.88900E-006,1.80361E+000
1,1,101,5.59515E+000,9.99000E-006,1.82166E+000
1,1,102,5.60551E+000,10.09000E-006,1.83932E+000
1,1,103,5.61800E+000,10.18900E-006,1.85702E+000
1,1,104,5.62945E+000,10.29200E-006,1.87466E+000
1,1,105,5.64119E+000,10.39000E-006,1.89232E+000
1,1,106,5.65435E+000,10.49000E-006,1.90994E+000
1,1,107,5.66610E+000,10.59000E-006,1.92814E+000
1,1,108,5.67764E+000,10.68900E-006,1.94576E+000
1,1,109,5.68845E+000,10.79200E-006,1.96340E+000
1,1,110,5.69935E+000,10.89000E-006,1.98102E+000
1,1,111,5.71053E+000,10.98900E-006,1.99867E+000
1,1,112,5.72174E+000,11.09200E-006,2.01632E+000
1,1,113,5.73230E+000,11.19200E-006,2.03395E+000
1,1,114,5.74296E+000,11.29100E-006,2.05159E+000
1,1,115,5.75473E+000,11.39300E-006,2.06953E+000
