Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-1.79E-01,1.90E-08,1.59E-02
1,1,2,-1.46E-01,2.60E-08,3.37E-02
1,1,3,-7.78E-03,3.40E-08,5.13E-02
1,1,4,2.43E-01,4.10E-08,6.90E-02
1,1,5,5.91E-01,4.50E-08,8.67E-02
1,1,6,1.08E+00,5.00E-08,1.05E-01
1,1,7,1.67E+00,5.60E-08,1.23E-01
1,1,8,2.34E+00,1.18E-07,1.40E-01
1,1,9,2.96E+00,3.71E-07,1.58E-01
1,1,10,3.32E+00,7.04E-07,1.76E-01
1,1,11,3.48E+00,9.12E-07,1.93E-01
1,1,12,3.56E+00,1.04E-06,2.11E-01
1,1,13,3.63E+00,1.15E-06,2.29E-01
1,1,14,3.69E+00,1.25E-06,2.47E-01
1,1,15,3.74E+00,1.36E-06,2.64E-01
1,1,16,3.79E+00,1.46E-06,2.82E-01
1,1,17,3.84E+00,1.56E-06,3.00E-01
1,1,18,3.88E+00,1.66E-06,3.17E-01
1,1,19,3.93E+00,1.76E-06,3.35E-01
1,1,20,3.97E+00,1.87E-06,3.54E-01
1,1,21,4.01E+00,1.97E-06,3.71E-01
1,1,22,4.04E+00,2.07E-06,3.89E-01
1,1,23,4.08E+00,2.17E-06,4.07E-01
1,1,24,4.11E+00,2.27E-06,4.24E-01
1,1,25,4.15E+00,2.37E-06,4.42E-01
1,1,26,4.18E+00,2.47E-06,4.60E-01
1,1,27,4.21E+00,2.58E-06,4.78E-01
1,1,28,4.24E+00,2.68E-06,4.95E-01
1,1,29,4.27E+00,2.77E-06,5.13E-01
1,1,30,4.30E+00,2.87E-06,5.30E-01
1,1,31,4.33E+00,2.98E-06,5.60E-01
1,1,32,4.36E+00,3.08E-06,5.78E-01
1,1,33,4.39E+00,3.18E-06,5.96E-01
1,1,34,4.41E+00,3.28E-06,6.14E-01
1,1,35,4.44E+00,3.38E-06,6.32E-01
1,1,36,4.46E+00,3.48E-06,6.49E-01
1,1,37,4.49E+00,3.58E-06,6.67E-01
1,1,38,4.51E+00,3.68E-06,6.85E-01
1,1,39,4.53E+00,3.78E-06,7.02E-01
1,1,40,4.55E+00,3.88E-06,7.20E-01
1,1,41,4.58E+00,3.98E-06,7.37E-01
1,1,42,4.60E+00,4.08E-06,7.56E-01
1,1,43,4.62E+00,4.18E-06,7.75E-01
1,1,44,4.64E+00,4.28E-06,7.92E-01
1,1,45,4.66E+00,4.38E-06,8.10E-01
1,1,46,4.68E+00,4.48E-06,8.28E-01
1,1,47,4.70E+00,4.58E-06,8.45E-01
1,1,48,4.73E+00,4.68E-06,8.63E-01
1,1,49,4.74E+00,4.79E-06,8.81E-01
1,1,50,4.76E+00,4.89E-06,8.99E-01
1,1,51,4.78E+00,4.98E-06,9.17E-01
1,1,52,4.80E+00,5.08E-06,9.34E-01
1,1,53,4.82E+00,5.19E-06,9.52E-01
1,1,54,4.83E+00,5.29E-06,9.70E-01
1,1,55,4.85E+00,5.39E-06,9.87E-01
1,1,56,4.87E+00,5.49E-06,1.00E+00
1,1,57,4.89E+00,5.59E-06,1.02E+00
1,1,58,4.91E+00,5.69E-06,1.04E+00
1,1,59,4.92E+00,5.79E-06,1.06E+00
1,1,60,4.94E+00,5.89E-06,1.08E+00
1,1,61,4.95E+00,5.99E-06,1.10E+00
1,1,62,4.97E+00,6.09E-06,1.12E+00
1,1,63,4.99E+00,6.19E-06,1.14E+00
1,1,64,5.00E+00,6.29E-06,1.16E+00
1,1,65,5.02E+00,6.39E-06,1.17E+00
1,1,66,5.03E+00,6.49E-06,1.19E+00
1,1,67,5.05E+00,6.59E-06,1.21E+00
1,1,68,5.07E+00,6.69E-06,1.23E+00
1,1,69,5.08E+00,6.79E-06,1.24E+00
1,1,70,5.10E+00,6.89E-06,1.26E+00
1,1,71,5.11E+00,6.99E-06,1.28E+00
1,1,72,5.13E+00,7.09E-06,1.30E+00
1,1,73,5.14E+00,7.19E-06,1.31E+00
1,1,74,5.15E+00,7.29E-06,1.33E+00
1,1,75,5.17E+00,7.39E-06,1.35E+00
1,1,76,5.18E+00,7.49E-06,1.37E+00
1,1,77,5.19E+00,7.59E-06,1.38E+00
1,1,78,5.21E+00,7.69E-06,1.40E+00
1,1,79,5.22E+00,7.79E-06,1.42E+00
1,1,80,5.24E+00,7.89E-06,1.44E+00
1,1,81,5.25E+00,7.99E-06,1.46E+00
1,1,82,5.26E+00,8.09E-06,1.47E+00
1,1,83,5.28E+00,8.19E-06,1.49E+00
1,1,84,5.29E+00,8.29E-06,1.51E+00
1,1,85,5.30E+00,8.39E-06,1.53E+00
