ROI,n_spikes,spike_times_s
ROI.21 [],3,30.277;70.276;110.279
ROI.14 [],2,30.277;70.276
ROI.08 [],1,39.284
ROI.19 [],1,116.778
ROI.02 [],1,39.284
ROI.03 [],1,38.778
