ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.03 [],1,17.777,17.777,0.0,17.777,17.777
ROI.04 [],2,36.276500000000006,36.276500000000006,18.499500000000005,17.777,54.77600000000001
ROI.05 [],2,8.8885,8.8885,8.8885,0.0,17.777
ROI.06 [],8,14.764000000000003,8.8885,17.909489865710864,0.0,53.77600000000001
ROI.07 [],2,35.776500000000006,35.776500000000006,17.999500000000005,17.777,53.77600000000001
ROI.08 [],1,17.777,17.777,0.0,17.777,17.777
ROI.09 [],4,12.640250000000002,2.6424999999999983,18.96538768882672,0.0,45.27600000000001
ROI.12 [],1,17.777,17.777,0.0,17.777,17.777
ROI.13 [],1,17.777,17.777,0.0,17.777,17.777
ROI.17 [],2,11.389000000000003,11.389000000000003,11.389000000000003,0.0,22.778000000000006
ROI.18 [],1,17.777,17.777,0.0,17.777,17.777
ROI.19 [],1,17.777,17.777,0.0,17.777,17.777
ROI.21 [],2,27.2935,27.2935,3.4985,23.795,30.792
ROI.23 [],1,17.777,17.777,0.0,17.777,17.777
ROI.000 [],2,22.277,22.277,4.5,17.777,26.777
ROI.24 [],5,22.6772,17.777,16.646454402064126,7.280999999999999,54.77600000000001
