Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 []
0.257,0.0,0.0013353020720000995,0.019096703486373684,0.15220409483238662,-0.0040725856662882295,-0.0040725856662882295,0.0030090071555049715,-0.0332638028020303,7.287404404046831,0.17355228850372678
0.784,0.0,0.014836534612757886,0.030644993720675955,0.15911115991052693,-0.0007486191816456105,-0.0007486191816456105,-0.0038184543511734907,-0.0062978022414622165,7.216416784337869,0.19915458904680286
1.279,0.0,0.02200836093320559,0.02347256596591027,0.12854159168014045,1.0484597403631347e-05,1.0484597403631347e-05,0.0003378558228883923,0.003659224275580562,6.184035924923255,0.1565004330857345
1.778,0.0,0.024232115710285357,0.019765539038307592,0.1334238370170655,-1.3344033059272323e-05,-1.3344033059272323e-05,-0.0018026407192925102,0.003098489783927888,6.413288086209732,0.14372808809857537
2.278,0.0,0.028584850441460426,0.025060310284650146,0.10676849609085996,0.0007062679791859757,0.0007062679791859757,-0.00013736229477942407,0.004460438270598745,2.2589332430256137,0.14252358504361026
2.778,0.0,0.02302439169574449,0.024161083419317914,0.06480765334017861,0.0007676043662975402,0.0007676043662975402,5.3418670192054606e-05,-0.005075975230935246,2.700172516977524,0.11510695117925097
3.276,0.0,0.023153797248222304,0.012660796607071895,0.09258399586930144,0.0006307975204766868,0.0006307975204766868,0.0029453898326319335,0.013722547210470856,2.288234109142095,0.06605013936135899
3.785,0.0,0.018803392824410185,0.023031033755900876,0.07715131945926271,0.0011499637050055678,0.0011499637050055678,0.0035973947568100234,0.0040929427302777285,2.2725355054947163,0.07133938325606914
4.277,0.0,0.01862064432803082,0.023878645262127973,0.06460863163345947,0.0011233169687423718,0.0011233169687423718,0.0016925494140546291,0.015730615027363115,1.57112968416852,0.09889168333953646
4.802,0.0,0.017263497033403383,0.01674462673525578,0.07597576504953166,0.0011439006412072958,0.0011439006412072958,0.003270243547476138,0.002421701649776204,1.446731758548634,0.06863530657398097
5.28,0.0,0.02210028890205355,0.014046622839756537,0.07477317444751018,0.0012271467402592518,0.0012271467402592518,0.0046521188167406285,0.009539072425193343,1.2345330910145236,0.06112351924917146
5.783,0.0,0.011664079347129205,0.015106402839539823,0.05221742350841482,0.001363215466690431,0.001363215466690431,0.0037460208577278563,0.01523364717838515,1.189251028983816,0.04456279658461638
