ROI,n_spikes,spike_times_s
ROI.09 [],2,31.278;50.780
ROI.12 [],2,21.778;47.796
ROI.19 [],2,20.778;51.786
ROI.E [],1,51.786
ROI.11 [],1,89.778
ROI.18 [],1,51.277
