ROI,n_spikes,spike_times_s
ROI.02 [],3,39.278;76.777;113.277
ROI.07 [],3,39.278;79.277;116.787
ROI.08 [],3,38.777;76.277;117.277
ROI.11 [],3,39.777;75.777;115.777
ROI.14 [],3,39.278;78.277;116.787
ROI.16 [],3,30.287;70.280;119.277
ROI.15 [],3,33.777;79.777;114.777
ROI.04 [],2,106.777;140.279
ROI.12 [],2,98.777;140.777
