ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],50.777,20.777,30,50
ROI.01 [],58.276,28.276000000000003,30,50
ROI.01 [],100.777,20.777,80,100
ROI.01 [],151.278,21.27799999999999,130,150
ROI.01 [],201.786,71.786,130,150
ROI.06 [],50.277,20.277,30,50
ROI.06 [],58.276,28.276000000000003,30,50
ROI.06 [],102.278,22.278000000000006,80,100
ROI.11 [],57.779,27.779000000000003,30,50
ROI.11 [],100.777,20.777,80,100
ROI.11 [],151.278,21.27799999999999,130,150
ROI.11 [],201.276,71.27600000000001,130,150
