ROI,n_spikes,spike_times_s
ROI.06 [],14,29.778;57.777;61.783;63.793;66.777;108.777;110.278;127.779;131.778;171.278;175.286;180.278;190.789;198.778
ROI.000 [],12,61.783;70.778;76.278;78.278;88.779;93.278;95.278;105.779;112.784;126.787;149.778;180.278
ROI.04 [],1,16.277
