ROI,n_spikes,spike_times_s
ROI.01 [],4,50.276;85.276;140.275;180.277
ROI.02 [],4,49.276;85.276;140.275;202.775
ROI.03 [],4,49.276;85.276;140.275;187.285
ROI.05 [],4,49.276;85.276;140.275;182.286
ROI.06 [],4,49.276;85.276;140.275;182.286
ROI.10 [],4,49.276;85.276;140.275;183.776
ROI.07 [],4,49.276;95.276;140.275;180.277
ROI.04 [],3,50.276;100.777;148.776
ROI.09 [],3,50.276;100.777;149.776
