ROI,n_spikes,spike_times_s
ROI.12 [],8,50.776;72.778;92.280;117.286;126.278;150.787;181.279;192.787
ROI.01 [],7,72.778;76.795;114.278;128.783;145.778;152.277;174.279
ROI.13 [],4,67.776;97.288;118.278;152.277
ROI.E [],2,117.286;151.778
ROI.10 [],1,114.779
ROI.11 [],1,115.279
ROI.17 [],1,153.778
