ROI,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
ROI.01 [],7,29.210999999999995,23.295999999999992,11.527951942994902,4.357156281009765
ROI.06 [],8,29.281625000000002,26.535500000000006,10.554316421493146,3.7315143562131694
ROI.07 [],1,57.77600000000001,57.77600000000001,,
ROI.10 [],3,37.952,34.77799999999999,5.927833584033882,3.4224363154532664
ROI.11 [],6,30.61533333333333,26.778000000000002,11.756637387734072,4.799627115145972
