ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],blue,red,7,2,29.210999999999995,36.033,0.2222222222222222,ns
ROI.06 [],blue,red,8,1,29.281625000000002,31.788,1.0,ns
ROI.07 [],blue,red,1,2,57.77600000000001,32.7775,1.0,ns
ROI.10 [],blue,red,3,2,37.952,29.026999999999994,0.2,ns
ROI.11 [],blue,red,6,4,30.61533333333333,36.15175000000001,0.11428571428571428,ns
