ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.01 [],6,6.517833333333335,3.277500000000007,8.410385056913595,0.0,24.275999999999996
ROI.02 [],5,8.920999999999994,6.274999999999999,10.126135037614299,0.0,28.276999999999987
ROI.03 [],5,12.977200000000005,4.777000000000001,11.391142232454126,3.2760000000000105,29.278000000000006
ROI.04 [],4,8.709749999999996,7.531499999999994,8.175064537207032,0.0,19.775999999999996
ROI.05 [],5,13.779399999999999,7.277000000000001,10.98676532196807,3.776999999999987,29.27600000000001
ROI.06 [],4,10.084500000000002,13.280500000000004,5.825817303177299,0.0,13.777000000000001
ROI.07 [],3,14.11133333333334,14.275000000000006,0.2328752646566124,13.78200000000001,14.277000000000001
ROI.08 [],3,12.447333333333333,13.286000000000001,1.546290687060132,10.278999999999996,13.777000000000001
ROI.10 [],3,0.0,0.0,0.0,0.0,0.0
ROI.11 [],6,12.480333333333329,8.276,11.613308926495591,0.0,29.776999999999987
ROI.12 [],3,0.42533333333333445,0.0,0.601512168529358,0.0,1.2760000000000034
ROI.13 [],5,13.520799999999998,8.275999999999996,10.604202400935202,0.0,29.776999999999987
ROI.14 [],6,14.231,9.277499999999996,11.279472800918784,0.0,29.776999999999987
ROI.15 [],6,9.102833333333335,8.281500000000001,9.00236582639376,0.0,26.778999999999996
ROI.16 [],6,12.647666666666666,9.277499999999996,9.627801525905188,0.0,29.278000000000006
ROI.17 [],6,7.019499999999998,4.526999999999994,8.287014958153913,0.0,23.777
ROI.18 [],5,3.4659999999999966,1.7769999999999868,3.5927386211635275,0.0,8.275999999999996
ROI.19 [],3,14.11133333333334,14.275000000000006,0.2328752646566124,13.78200000000001,14.277000000000001
ROI.20 [],3,0.0,0.0,0.0,0.0,0.0
ROI.21 [],5,9.522400000000001,8.276000000000003,9.183143701369378,0.0,25.781000000000006
ROI.22 [],5,4.966600000000002,6.775000000000006,4.283683863218668,0.0,10.781000000000006
ROI.23 [],3,0.0,0.0,0.0,0.0,0.0
ROI.24 [],3,0.0,0.0,0.0,0.0,0.0
ROI.25 [],6,11.898333333333335,8.531000000000006,9.049120448357888,0.0,24.275999999999996
