ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.02 [],50.276,20.276000000000003,30,50
ROI.04 [],50.276,20.276000000000003,30,50
ROI.04 [],100.777,20.777,80,100
ROI.05 [],50.276,20.276000000000003,30,50
ROI.03 [],50.276,20.276000000000003,30,50
ROI.07 [],50.276,20.276000000000003,30,50
ROI.08 [],50.276,20.276000000000003,30,50
ROI.09 [],50.276,20.276000000000003,30,50
ROI.10 [],50.276,20.276000000000003,30,50
ROI.12 [],50.276,20.276000000000003,30,50
ROI.12 [],100.777,20.777,80,100
ROI.13 [],50.276,20.276000000000003,30,50
ROI.14 [],50.276,20.276000000000003,30,50
