ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.05 [],90.777,0.0,80,100
ROI.07 [],92.278,0.0,80,100
ROI.09 [],49.277,0.0,30,50
ROI.09 [],129.279,29.278999999999996,80,100
ROI.09 [],198.787,48.787000000000006,130,150
ROI.10 [],32.776,0.0,30,50
ROI.10 [],45.277,0.0,30,50
ROI.10 [],81.777,0.0,80,100
ROI.11 [],34.778,0.0,30,50
ROI.11 [],88.287,0.0,80,100
ROI.11 [],94.278,0.0,80,100
ROI.11 [],142.777,0.0,130,150
ROI.11 [],193.788,43.78800000000001,130,150
ROI.12 [],96.784,0.0,80,100
