ROI,n_spikes,spike_times_s
ROI.02 [],4,48.776;71.777;99.277;141.777
ROI.09 [],4,48.776;72.276;99.277;140.276
ROI.21 [],4,50.776;71.777;85.776;135.278
ROI.10 [],3,34.776;90.776;140.276
ROI.11 [],3,50.776;98.777;136.777
ROI.14 [],3,50.776;99.277;148.277
ROI.16 [],3,48.776;99.277;138.276
ROI.15 [],3,50.776;99.277;145.776
ROI.20 [],3,48.776;90.776;138.276
ROI.17 [],2,49.289;72.276
ROI.000 [],2,30.276;153.777
ROI.22 [],1,71.777
