ROI,n_spikes,spike_times_s
ROI.11 [],27,20.277;26.778;30.286;32.278;38.276;40.778;44.776;50.287;56.787;60.777;66.277;69.277;74.778;76.781;90.778;98.787;128.277;136.778;157.777;166.777;167.786;173.778;183.776;187.777;189.277;192.277;199.283
ROI.06 [],19,24.277;25.777;30.777;34.778;42.776;56.282;73.278;76.279;79.777;84.779;101.277;110.777;130.276;132.783;143.278;149.776;156.785;170.776;193.778
ROI.000 [],1,90.276
