Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,0.15815495403958943,0.0523516845259782,3.0210098389691553,0.002519331734662432,**
C(condition_group)[T.1mw],-0.03264451928489029,0.08447342583300323,-0.38644720470347355,0.6991654958558651,ns
C(condition_group)[T.20s],0.10081473466408336,0.04973330388727031,2.027107125088623,0.04265145836756772,*
C(condition_group)[T.2hz],0.11127502354510621,0.06203276303819798,1.7938105300353344,0.0728434156542365,ns
C(condition_group)[T.2mw],-0.0760068022290699,0.08075759911812432,-0.941172138090616,0.34661665237231654,ns
C(condition_group)[T.5hz],0.12547953585152843,0.05210036654476742,2.408419444491042,0.01602176165191803,*
C(condition_group)[T.5s],0.04114191146688606,0.06135837406648219,0.6705182803949228,0.5025274571424412,ns
C(condition_group)[T.Far Light Control],0.16134452916406342,0.08006322973351955,2.0152138466194596,0.043882247310917846,*
ROI (random effect var),0.006152845755457259,,,,
