ROI_A,ROI_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],ROI.09 [],1,4,1.0,1.25,1.0,ns
ROI.01 [],ROI.10 [],1,5,1.0,1.2,1.0,ns
ROI.01 [],ROI.11 [],1,5,1.0,1.0,1.0,ns
ROI.01 [],ROI.12 [],1,4,1.0,1.0,1.0,ns
ROI.01 [],ROI.13 [],1,4,1.0,1.0,1.0,ns
ROI.01 [],ROI.14 [],1,5,1.0,1.0,1.0,ns
ROI.01 [],ROI.16 [],1,4,1.0,1.5,1.0,ns
ROI.01 [],ROI.17 [],1,5,1.0,1.6,1.0,ns
ROI.01 [],ROI.18 [],1,4,1.0,1.5,1.0,ns
ROI.01 [],ROI.19 [],1,5,1.0,1.4,1.0,ns
ROI.01 [],ROI.20 [],1,4,1.0,1.25,1.0,ns
ROI.01 [],ROI.21 [],1,4,1.0,1.0,1.0,ns
ROI.01 [],ROI.22 [],1,6,1.0,2.1666666666666665,1.0,ns
ROI.01 [],ROI.31 [],1,4,1.0,1.5,1.0,ns
ROI.01 [],ROI.A [],1,1,1.0,1.0,1.0,ns
ROI.01 [],ROI.B [],1,2,1.0,1.0,1.0,ns
ROI.01 [],ROI.D [],1,6,1.0,2.1666666666666665,1.0,ns
ROI.01 [],ROI.E [],1,5,1.0,1.2,1.0,ns
ROI.01 [],ROI.F [],1,4,1.0,1.5,1.0,ns
ROI.09 [],ROI.10 [],4,5,1.25,1.2,1.0,ns
ROI.09 [],ROI.11 [],4,5,1.25,1.0,0.37109336952269756,ns
ROI.09 [],ROI.12 [],4,4,1.25,1.0,0.4532547047537364,ns
ROI.09 [],ROI.13 [],4,4,1.25,1.0,0.4532547047537364,ns
ROI.09 [],ROI.14 [],4,5,1.25,1.0,0.37109336952269756,ns
ROI.09 [],ROI.16 [],4,4,1.25,1.5,0.6084078002329985,ns
ROI.09 [],ROI.17 [],4,5,1.25,1.6,0.3961439091520741,ns
ROI.09 [],ROI.18 [],4,4,1.25,1.5,0.6084078002329985,ns
ROI.09 [],ROI.19 [],4,5,1.25,1.4,0.765594483995764,ns
ROI.09 [],ROI.20 [],4,4,1.25,1.25,1.0,ns
ROI.09 [],ROI.21 [],4,4,1.25,1.0,0.4532547047537364,ns
ROI.09 [],ROI.22 [],4,6,1.25,2.1666666666666665,0.20462644184356282,ns
ROI.09 [],ROI.31 [],4,4,1.25,1.5,0.6084078002329985,ns
ROI.09 [],ROI.A [],4,1,1.25,1.0,1.0,ns
ROI.09 [],ROI.B [],4,2,1.25,1.0,0.7236736098317631,ns
ROI.09 [],ROI.D [],4,6,1.25,2.1666666666666665,0.20462644184356282,ns
ROI.09 [],ROI.E [],4,5,1.25,1.2,1.0,ns
ROI.09 [],ROI.F [],4,4,1.25,1.5,0.6084078002329985,ns
ROI.10 [],ROI.11 [],5,5,1.2,1.0,0.4237107971667934,ns
ROI.10 [],ROI.12 [],5,4,1.2,1.0,0.5023349543605021,ns
ROI.10 [],ROI.13 [],5,4,1.2,1.0,0.5023349543605021,ns
ROI.10 [],ROI.14 [],5,5,1.2,1.0,0.4237107971667934,ns
ROI.10 [],ROI.16 [],5,4,1.2,1.5,0.456056540250256,ns
ROI.10 [],ROI.17 [],5,5,1.2,1.6,0.2703441406547801,ns
ROI.10 [],ROI.18 [],5,4,1.2,1.5,0.456056540250256,ns
ROI.10 [],ROI.19 [],5,5,1.2,1.4,0.6004712601233854,ns
ROI.10 [],ROI.20 [],5,4,1.2,1.25,1.0,ns
ROI.10 [],ROI.21 [],5,4,1.2,1.0,0.5023349543605021,ns
ROI.10 [],ROI.22 [],5,6,1.2,2.1666666666666665,0.13113593500463544,ns
ROI.10 [],ROI.31 [],5,4,1.2,1.5,0.456056540250256,ns
ROI.10 [],ROI.A [],5,1,1.2,1.0,1.0,ns
ROI.10 [],ROI.B [],5,2,1.2,1.0,0.7518296340458492,ns
ROI.10 [],ROI.D [],5,6,1.2,2.1666666666666665,0.13113593500463544,ns
ROI.10 [],ROI.E [],5,5,1.2,1.2,1.0,ns
ROI.10 [],ROI.F [],5,4,1.2,1.5,0.456056540250256,ns
ROI.11 [],ROI.12 [],5,4,1.0,1.0,1.0,ns
ROI.11 [],ROI.13 [],5,4,1.0,1.0,1.0,ns
ROI.11 [],ROI.14 [],5,5,1.0,1.0,1.0,ns
ROI.11 [],ROI.16 [],5,4,1.0,1.5,0.12819017434510785,ns
ROI.11 [],ROI.17 [],5,5,1.0,1.6,0.06679806847513828,ns
ROI.11 [],ROI.18 [],5,4,1.0,1.5,0.12819017434510785,ns
