ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],59.775,9.774999999999999,30,50
ROI.01 [],73.775,23.775000000000006,30,50
ROI.01 [],114.777,14.777000000000001,80,100
ROI.01 [],130.278,0.0,130,150
ROI.01 [],155.287,5.287000000000006,130,150
ROI.01 [],196.278,46.27799999999999,130,150
ROI.04 [],34.285,0.0,30,50
ROI.05 [],49.784,0.0,30,50
ROI.05 [],63.778,13.777999999999999,30,50
ROI.05 [],77.276,27.275999999999996,30,50
ROI.05 [],100.286,0.28600000000000136,80,100
ROI.05 [],119.277,19.277,80,100
ROI.05 [],140.293,0.0,130,150
ROI.05 [],152.278,2.2779999999999916,130,150
ROI.05 [],172.787,22.787000000000006,130,150
ROI.05 [],204.778,54.77799999999999,130,150
ROI.07 [],63.778,13.777999999999999,30,50
ROI.07 [],94.788,0.0,80,100
ROI.07 [],121.276,21.275999999999996,80,100
ROI.07 [],161.287,11.287000000000006,130,150
ROI.07 [],204.778,54.77799999999999,130,150
ROI.12 [],42.277,0.0,30,50
ROI.12 [],57.275,7.274999999999999,30,50
ROI.12 [],74.285,24.284999999999997,30,50
ROI.12 [],87.276,0.0,80,100
ROI.12 [],106.278,6.278000000000006,80,100
ROI.12 [],120.788,20.787999999999997,80,100
ROI.12 [],136.278,0.0,130,150
ROI.12 [],173.279,23.278999999999996,130,150
ROI.12 [],193.778,43.77799999999999,130,150
ROI.13 [],45.776,0.0,30,50
ROI.13 [],65.786,15.786000000000001,30,50
ROI.13 [],87.276,0.0,80,100
ROI.13 [],102.776,2.7759999999999962,80,100
ROI.13 [],113.777,13.777000000000001,80,100
ROI.13 [],127.788,27.787999999999997,80,100
ROI.13 [],150.276,0.27600000000001046,130,150
ROI.13 [],199.778,49.77799999999999,130,150
ROI.18 [],96.286,0.0,80,100
ROI.18 [],121.276,21.275999999999996,80,100
ROI.18 [],137.277,0.0,130,150
ROI.18 [],200.788,50.78800000000001,130,150
ROI.19 [],39.786,0.0,30,50
ROI.19 [],63.778,13.777999999999999,30,50
ROI.19 [],89.777,0.0,80,100
ROI.19 [],123.278,23.278000000000006,80,100
ROI.19 [],140.778,0.0,130,150
ROI.19 [],167.285,17.284999999999997,130,150
ROI.19 [],197.28,47.28,130,150
ROI.21 [],188.287,38.287000000000006,130,150
