ROI,n_spikes,spike_times_s
ROI.000 [],19,23.284;41.782;42.777;44.777;47.778;56.278;68.276;72.777;75.785;95.285;104.277;107.278;110.777;124.777;146.777;158.778;162.789;164.288;174.789
ROI.02 [],2,34.779;170.283
ROI.11 [],1,111.277
